device_id,date,hour,temperature_count,temperature_mean,temperature_std,temperature_min,temperature_max,absolute_humidity_count,absolute_humidity_mean,absolute_humidity_std,absolute_humidity_min,absolute_humidity_max,co2_count,co2_mean,co2_std,co2_min,co2_max
P1,2025-07-18,12,120,26.631916666666665,0.04278725627707749,26.54,26.71,120,13.841833333333334,0.19832908452949655,13.37,14.18,120,691.0083333333333,22.26860315050109,651,732
P1,2025-07-18,13,119,26.898319327731095,0.20706716886045132,26.63,27.28,119,13.597983193277312,0.28809302826601174,12.87,14.07,119,763.1596638655462,16.826624984251257,725,796
P1,2025-07-18,14,110,26.530272727272727,0.2674495891483307,26.11,27.01,110,12.70890909090909,0.19299353725237706,12.38,13.07,110,749.4727272727273,27.10824685477861,694,778
P1,2025-07-18,15,119,25.634873949579834,0.4972719910966091,24.48,26.19,119,12.885294117647058,0.3261818758783896,12.16,13.43,119,750.1848739495798,13.911930245725902,724,776
P1,2025-07-18,16,120,25.285416666666666,0.13568311967073637,25.01,25.52,120,13.078,0.21301201291724817,12.65,13.46,120,786.55,13.930710889339197,753,813
P1,2025-07-18,17,120,25.710166666666666,0.23750447437919628,25.43,26.07,120,13.060916666666666,0.09583771150637296,12.87,13.28,120,819.2166666666667,5.604894819563955,803,828
P1,2025-07-18,18,119,26.484033613445376,0.3959034279774445,25.88,27.24,119,13.194621848739496,0.3261558063672357,12.29,13.8,119,791.0588235294117,22.412274980256452,736,827
P1,2025-07-18,19,120,26.1705,0.0998978469834702,25.96,26.33,120,13.11975,0.10243639141298624,12.91,13.44,120,703.0666666666667,19.01955355330268,668,732
P1,2025-07-18,20,120,26.012166666666666,0.08023267983288163,25.71,26.14,120,13.174666666666667,0.12741735389196168,12.89,13.4,120,625.5833333333334,28.70937636585865,585,671
P1,2025-07-18,21,120,26.102916666666665,0.1576849099068297,25.7,26.47,120,13.45575,0.3236287490735219,12.77,13.83,120,556.9416666666667,24.983791664564794,523,597
