timestamp,device_id,temperature,humidity,pressure,gas_resistance
2025-06-29 23:45:35,P2,27.86106,63.54508,999.6331,85144
2025-06-29 23:45:59,P2,28.17922,64.24464,999.6631,82445
2025-06-29 23:46:29,P2,28.26731,64.84469,999.6644,82215
2025-06-29 23:46:59,P2,28.28,65.00066,999.6616,82445
2025-06-29 23:47:29,P2,28.28078,65.29707,999.6746,82369
2025-06-29 23:48:00,P2,28.28488,65.60858,999.6629,82063
2025-06-29 23:48:31,P2,28.30539,65.84245,999.6641,82369
2025-06-29 23:49:02,P2,28.33078,65.05025,999.6498,83221
2025-06-29 23:49:32,P2,28.31906,64.09784,999.6471,83694
2025-06-29 23:50:01,P2,28.26731,64.27908,999.6432,84252
2025-06-29 23:50:31,P2,28.22941,63.08724,999.6499,84980
2025-06-29 23:51:01,P2,28.15109,63.36103,999.677,85226
2025-06-29 23:51:31,P2,28.06301,62.65437,999.6831,86392
2025-06-29 23:52:01,P2,27.98508,62.4707,999.6763,86476
2025-06-29 23:52:31,P2,27.91906,62.08751,999.675,87763
2025-06-29 23:53:01,P2,27.85285,61.98672,999.6758,87851
2025-06-29 23:53:32,P2,27.82746,61.27508,999.707,87763
2025-06-29 23:54:03,P2,27.78918,61.23362,999.6962,88289
2025-06-29 23:54:32,P2,27.74191,61.3094,999.6903,88732
