timestamp,device_id,temperature,humidity,pressure,gas_resistance
2025-07-01 00:00:04,P2,27.53723,63.95077,1001.723,209146
2025-07-01 00:00:10,P2,27.55461,64.36838,1001.722,211306
2025-07-01 00:00:16,P2,27.57102,64.18362,1001.723,211692
2025-07-01 00:00:21,P2,27.5882,63.97857,1001.719,211563
2025-07-01 00:00:27,P2,27.60441,64.08197,1001.716,210666
2025-07-01 00:00:33,P2,27.62883,64.30717,1001.716,209146
2025-07-01 00:00:38,P2,27.65129,64.16311,1001.704,211821
2025-07-01 00:00:44,P2,27.66906,63.5705,1001.678,210666
2025-07-01 00:00:50,P2,27.68449,63.1326,1001.698,210539
2025-07-01 00:00:55,P2,27.69953,63.34823,1001.698,211821
2025-07-01 00:01:01,P2,27.71496,63.70459,1001.698,209777
2025-07-01 00:01:07,P2,27.72961,63.39983,1001.722,212079
2025-07-01 00:01:12,P2,27.74641,62.70934,1001.708,212468
2025-07-01 00:01:18,P2,27.76281,62.57857,1001.7,213380
2025-07-01 00:01:24,P2,27.77707,61.9834,1001.708,212079
2025-07-01 00:01:29,P2,27.79289,62.0985,1001.71,209272
2025-07-01 00:01:35,P2,27.80617,62.88493,1001.707,209146
2025-07-01 00:01:41,P2,27.82023,63.74117,1001.705,207276
2025-07-01 00:01:46,P2,27.83449,64.01098,1001.716,207153
2025-07-01 00:01:52,P2,27.8468,64.36147,1001.712,206783
2025-07-01 00:01:58,P2,27.85988,64.47081,1001.714,205804
2025-07-01 00:02:03,P2,27.87531,64.5876,1001.711,206537
2025-07-01 00:02:09,P2,27.89524,64.65133,1001.696,205318
2025-07-01 00:02:15,P2,27.91438,64.07046,1001.694,205076
2025-07-01 00:02:20,P2,27.92707,63.65095,1001.708,207153
2025-07-01 00:02:26,P2,27.93996,63.61286,1001.724,206048
2025-07-01 00:02:32,P2,27.94953,63.84174,1001.722,204834
2025-07-01 00:02:37,P2,27.96437,64.23949,1001.736,206048
2025-07-01 00:02:43,P2,27.9802,63.59239,1001.732,208269
2025-07-01 00:02:49,P2,27.99016,63.50038,1001.728,208020
2025-07-01 00:02:54,P2,27.99934,63.56837,1001.746,206292
2025-07-01 00:03:00,P2,28.00559,63.72327,1001.718,207276
2025-07-01 00:03:06,P2,28.02082,63.85285,1001.711,205439
2025-07-01 00:03:12,P2,28.03605,63.90879,1001.694,205439
2025-07-01 00:03:17,P2,28.0507,63.85076,1001.692,204834
2025-07-01 00:03:23,P2,28.06574,63.84673,1001.705,204834
2025-07-01 00:03:29,P2,28.08254,63.88275,1001.707,205197
2025-07-01 00:03:34,P2,28.0966,63.85106,1001.714,204834
2025-07-01 00:03:40,P2,28.10539,63.85284,1001.715,205197
2025-07-01 00:03:46,P2,28.11691,63.88147,1001.724,206415
2025-07-01 00:03:51,P2,28.12629,63.84237,1001.724,205561
2025-07-01 00:03:57,P2,28.12824,63.78924,1001.738,204834
2025-07-01 00:04:03,P2,28.13547,63.88418,1001.74,205926
2025-07-01 00:04:08,P2,28.14309,64.02583,1001.758,204955
2025-07-01 00:04:14,P2,28.14758,64.2141,1001.752,203516
2025-07-01 00:04:20,P2,28.14758,64.31473,1001.739,204593
2025-07-01 00:04:25,P2,28.14758,64.47538,1001.745,203516
2025-07-01 00:04:31,P2,28.14543,64.45531,1001.693,203516
2025-07-01 00:04:37,P2,28.1466,64.3007,1001.685,204113
2025-07-01 00:04:42,P2,28.14641,64.22732,1001.704,204353
2025-07-01 00:04:48,P2,28.15461,64.202,1001.715,205439
2025-07-01 00:04:54,P2,28.1673,64.23108,1001.744,204714
2025-07-01 00:04:59,P2,28.17746,64.29939,1001.755,206170
2025-07-01 00:05:05,P2,28.17922,64.45377,1001.775,206048
2025-07-01 00:05:11,P2,28.17746,64.54056,1001.76,206783
2025-07-01 00:05:16,P2,28.17414,64.45319,1001.751,205561
2025-07-01 00:05:22,P2,28.17863,64.34691,1001.753,204593
2025-07-01 00:05:28,P2,28.18527,64.36107,1001.765,205439
2025-07-01 00:05:33,P2,28.18879,64.49591,1001.753,205926
2025-07-01 00:05:39,P2,28.19484,64.58443,1001.737,206048
2025-07-01 00:05:45,P2,28.20598,64.51891,1001.695,203635
2025-07-01 00:05:50,P2,28.21184,64.13069,1001.679,204834
2025-07-01 00:05:56,P2,28.21281,63.91645,1001.671,204955
2025-07-01 00:06:02,P2,28.21262,63.81606,1001.678,204955
2025-07-01 00:06:07,P2,28.21105,63.81572,1001.677,205076
2025-07-01 00:06:13,P2,28.21262,63.76889,1001.683,204593
2025-07-01 00:06:19,P2,28.21574,63.76948,1001.694,205804
2025-07-01 00:06:24,P2,28.22199,63.73067,1001.687,205439
2025-07-01 00:06:30,P2,28.23195,63.76584,1001.703,205439
2025-07-01 00:06:36,P2,28.24367,63.71384,1001.705,207153
2025-07-01 00:06:42,P2,28.25227,63.62164,1001.709,207153
2025-07-01 00:06:47,P2,28.25891,63.79009,1001.724,206906
2025-07-01 00:06:53,P2,28.26769,63.75114,1001.694,205682
2025-07-01 00:06:59,P2,28.27492,63.78599,1001.699,206048
2025-07-01 00:07:04,P2,28.28508,63.81433,1001.72,204714
2025-07-01 00:07:10,P2,28.29211,63.69475,1001.739,206292
2025-07-01 00:07:16,P2,28.29582,63.62185,1001.695,206537
2025-07-01 00:07:21,P2,28.29973,63.64945,1001.69,205561
2025-07-01 00:07:27,P2,28.30519,63.65685,1001.713,206170
2025-07-01 00:07:33,P2,28.30988,63.66428,1001.744,204834
2025-07-01 00:07:38,P2,28.30832,63.80426,1001.723,204113
2025-07-01 00:07:44,P2,28.30637,64.01829,1001.722,205318
2025-07-01 00:07:50,P2,28.30852,64.07259,1001.713,204113
2025-07-01 00:07:55,P2,28.31437,64.09344,1001.692,205076
2025-07-01 00:08:01,P2,28.3216,64.12141,1001.687,206660
2025-07-01 00:08:07,P2,28.32785,64.08887,1001.69,206170
