device_id,hour,temperature_noise,humidity_noise,pressure_noise,gas_resistance_noise,co2_noise
P1,2025-09-15 22:00:00,0.012494356650339591,0.06597810679411059,0.010298778114405018,373.6132511468765,
P1,2025-09-15 23:00:00,0.010277099774435014,0.06903208171310198,0.013821873898243166,407.7887774139061,
P1,2025-09-16 00:00:00,0.013307403486616467,0.10009069052995828,0.01491847836442124,413.8922075569532,
P1,2025-09-16 01:00:00,0.005648168457874841,0.10742527946393966,0.020090149195192218,367.0330410609553,
P1,2025-09-16 02:00:00,0.007927368683834661,0.17971379202530086,0.019942766484853776,422.93139844925804,
P1,2025-09-16 03:00:00,0.01037454089433117,0.15350852611616309,0.010834404842855253,366.84464629466186,
P1,2025-09-16 04:00:00,0.014606471737463921,0.2341061751008804,0.01635525442896137,404.16278435993536,
P1,2025-09-16 05:00:00,0.00876485511768867,0.2544070261217099,0.019526691226423296,384.97744356177543,
P1,2025-09-16 06:00:00,0.01513725411433562,0.3040693586594098,0.025894858166704875,502.09245260419846,
P1,2025-09-16 07:00:00,0.019906624872502027,0.20781542526757718,0.019592436528206632,487.1078772351074,
P1,2025-09-16 08:00:00,0.08533134212596558,0.7468817281767173,0.02269739996923901,1996.6034957186666,
P1,2025-09-16 09:00:00,0.2132718979051695,0.7201350085794846,0.021453459093099415,1642.0920135541253,
P1,2025-09-16 10:00:00,0.17699815474948707,0.7788179047455215,0.030565638650215173,2482.2277555855267,
P1,2025-09-16 11:00:00,0.12232242182883256,0.6427707783615546,0.02604130917675072,2367.8301886852264,
P1,2025-09-16 12:00:00,0.2567988184916859,1.2814763990393028,0.022277095314652468,5035.397478133532,
P1,2025-09-16 13:00:00,0.24012943228769068,1.1410028600617248,0.0188127801666742,5035.153575320476,
P1,2025-09-16 14:00:00,0.24114317189789275,1.1175951889198052,0.02855711477975953,5024.124820437504,
P1,2025-09-16 15:00:00,0.274303845300409,1.5632179564513542,0.026267341086075927,5837.131011223024,
P1,2025-09-16 16:00:00,0.2669844737078781,1.1987388843086486,0.03371804893837686,5259.864358839749,
P1,2025-09-16 17:00:00,0.30629170220534585,1.3798288031944292,0.03345044418389677,5141.120732061931,
P1,2025-09-16 18:00:00,0.3318869767195735,1.6320783392488039,0.03046257814066263,6064.334879404226,
P1,2025-09-16 19:00:00,0.3225079866656942,1.5240252446840719,0.031002713491839907,6434.802301578091,
P1,2025-09-16 20:00:00,0.3064954586826381,1.4506572081237938,0.03849447362927506,5368.130426479942,
P1,2025-09-16 21:00:00,0.2979009490397159,1.1838067425256282,0.04198988964758917,4705.68923224273,
P1,2025-09-16 22:00:00,0.04774533625503417,0.17309635130642667,0.031215452539871087,742.9838744804089,
P1,2025-09-16 23:00:00,0.018292488161670412,0.0937648415467744,0.02573087100964644,412.1692815915947,
P1,2025-09-17 00:00:00,0.009093200852399067,0.10929747950964115,0.027227792324968372,411.74778220369154,
P1,2025-09-17 01:00:00,0.009495929564311327,0.15095938016700142,0.042019375175600976,411.9573654523013,
P1,2025-09-17 02:00:00,0.01103522133415343,0.19333122457313984,0.02865476658476281,513.2982860317929,
P1,2025-09-17 03:00:00,0.006725877977010667,0.11243825490405536,0.026818847919248007,379.0271738638426,
P1,2025-09-17 04:00:00,0.009332460920431239,0.11364974415296468,0.026306983412460933,351.64703276354595,
P1,2025-09-17 05:00:00,0.008328231694129657,0.14854371534653815,0.02242693223569643,465.4432214751021,
P1,2025-09-17 06:00:00,0.00737986485237418,0.10683886045007276,0.02447415375675993,443.8428578017765,
P1,2025-09-17 07:00:00,0.011936946886218026,0.10736576006355328,0.04296585401476582,419.39777602614674,
P1,2025-09-17 08:00:00,0.01029201539226135,0.16501051215117038,0.026258885432280867,395.1037656502244,
P1,2025-09-17 09:00:00,0.2810460911934176,0.97466863434122,0.025577515132661977,3683.1161873839383,
P1,2025-09-17 10:00:00,0.05632731447803199,0.416663456267167,0.01797494392144598,1899.8279470555935,
P1,2025-09-17 11:00:00,0.030071827094680263,0.25128627189754354,0.02669702455347712,905.0609258830291,
P1,2025-09-17 12:00:00,0.017271098189040247,0.26411265959188274,0.0419811738257263,707.9501276355405,
P1,2025-09-17 13:00:00,0.0633364820107616,0.43140593650840725,0.1754930436737701,1180.6052906308446,
P1,2025-09-17 14:00:00,0.06197787055889321,0.3743935370828922,0.20732464926859615,1692.1073034404426,
P1,2025-09-17 15:00:00,0.03042090955697817,0.20581059381780276,0.07862134851457835,2667.336744380596,
P1,2025-09-17 16:00:00,0.03669497064669202,0.1499012550253938,0.07796044701929997,2774.624402529936,
P1,2025-09-17 17:00:00,0.044782180686475284,0.1981316072366706,0.07866269935686918,2117.8811043676783,
P1,2025-09-17 18:00:00,0.020531411864786346,0.18328045142937216,0.0966494124836386,2051.1315241402863,
P1,2025-09-17 19:00:00,0.02361608758380311,0.20612507354308465,0.05002239449862493,1044.5026787542313,
P1,2025-09-17 20:00:00,0.01459026666408428,0.16871969880062235,0.05465427365855088,921.834195321122,
P1,2025-09-17 21:00:00,0.19318862638520828,0.5649247920692929,0.052658045523843906,2430.4720502714817,
P1,2025-09-17 22:00:00,0.016573974314006052,0.39041676845698814,0.031212801323263987,796.6872098383861,
P1,2025-09-17 23:00:00,0.008463851993539733,0.37438503642813376,0.030205632239390524,536.7109750948301,
P1,2025-09-18 00:00:00,0.010548148056693957,0.2115546172609156,0.03153340627292377,502.3889353730113,
P1,2025-09-18 01:00:00,0.012292486939078556,0.146711968201941,0.017847536589626952,537.6824374300143,
P1,2025-09-18 02:00:00,0.016431472159660357,0.1344256060538824,0.045588394229619224,595.1227557697368,
P1,2025-09-18 03:00:00,0.017804762864967422,0.14213936704253793,0.027997739761228473,519.7314926979109,
P1,2025-09-18 04:00:00,0.014398725347037901,0.21902916986717402,0.032691970530050844,572.9151167739457,
P1,2025-09-18 05:00:00,0.019985941903586674,0.27330214364650973,0.03484994860507556,516.0073568996203,
P1,2025-09-18 06:00:00,0.026340504813212512,0.30062946549805947,0.02531951071332047,538.3486315553271,
P1,2025-09-18 07:00:00,0.017485203495990195,0.28569469991414614,0.025548183431018355,529.3661719399882,
P1,2025-09-18 08:00:00,0.10176046930472127,0.3698044546419314,0.016772425269912062,994.8481658039597,
P1,2025-09-18 09:00:00,0.22401601118044223,0.6707898018002787,0.025059678263905424,3199.156284562417,
P1,2025-09-18 10:00:00,0.25871616380375484,0.5015190391150555,0.0401043822705415,3496.9696161943616,
P1,2025-09-18 11:00:00,0.08048412018652343,0.5901488879509257,0.022656386499539664,1950.9532758806085,
P1,2025-09-18 12:00:00,0.051284738322540276,0.19800710439537397,0.02201142005250723,929.4458520537931,
P1,2025-09-18 13:00:00,0.04578649407941425,0.19048265346750867,0.026044945536829057,769.0259297570786,
P1,2025-09-18 14:00:00,0.05067653751242129,0.20410124388533027,0.023831356472362585,15340.897765337239,
P1,2025-09-18 15:00:00,0.05923232547939787,0.23383847756361273,0.030656051691566148,9534.968591652949,
P1,2025-09-18 16:00:00,0.08107382593755183,0.3474005108343576,0.02737306753174019,2967.6242747008578,
P1,2025-09-18 17:00:00,0.056625419554579226,0.44074279737234967,0.030639310228525393,2416.3551315652476,
P1,2025-09-18 18:00:00,0.052685306594280876,0.26199353557332716,0.024436152616784473,6468.743719812673,
P1,2025-09-18 19:00:00,0.04660501595775751,0.2867941058807787,0.022886864794084385,2912.035133654098,
P1,2025-09-18 20:00:00,0.07836424473592851,0.31984152918021685,0.03622778358901643,2151.7756098294185,
P1,2025-09-18 21:00:00,0.02523562486990287,0.3269757175649593,0.026537609999553218,1329.1843377168873,
P1,2025-09-18 22:00:00,0.00804250201095697,0.15477981269156968,0.02215636061068595,631.4128061403038,
P1,2025-09-18 23:00:00,0.01330956824846894,0.12148914672240427,0.017176312025241867,624.0145892065431,
P1,2025-09-19 00:00:00,0.00789741725254469,0.13230988938856997,0.02483704509394407,666.7465985172258,
P1,2025-09-19 01:00:00,0.01073548053491439,0.15240385690174255,0.035424108172010936,588.3315643636931,
P1,2025-09-19 02:00:00,0.009209685043513917,0.2145427129416955,0.02141029657905943,715.5432848795278,
P1,2025-09-19 03:00:00,0.014176508726482118,0.21544761769102855,0.024117443772281595,687.1531715637406,
P1,2025-09-19 04:00:00,0.011510900229029368,0.22097678538679968,0.0154550253963004,577.9532414552352,
P1,2025-09-19 05:00:00,0.013706494491563205,0.2363531101262861,0.029260899137775572,813.7047998639961,
P1,2025-09-19 06:00:00,0.012710511522855674,0.21407474809424082,0.020133074892066567,721.0542984358119,
P1,2025-09-19 07:00:00,0.017510756760955218,0.1795418942050007,0.02823658635419191,583.750740010232,
P1,2025-09-19 08:00:00,0.015765835177932674,0.256523546718934,0.01670531425370188,763.1427848214677,
P1,2025-09-19 09:00:00,0.2358406211538418,0.9553334512107853,0.019117517426206175,3042.4340805854577,
P1,2025-09-19 10:00:00,0.10677469806664164,0.6511912628957459,0.024228933507953982,2605.069383606209,
P1,2025-09-19 11:00:00,0.2684989045805536,1.3410601963313087,0.031056384753541152,5568.018493777323,
P1,2025-09-19 12:00:00,0.2849554821054077,1.4464480842497556,0.028300146208448108,5820.799842699141,
P1,2025-09-19 13:00:00,0.26421001840140396,1.5396174686410702,0.03318394016535718,5574.6856367239,
P1,2025-09-19 14:00:00,0.2919440523531032,1.501902065783168,0.034137904892398346,5252.1540345917865,
P1,2025-09-19 15:00:00,0.28195616717993455,1.5069325931714914,0.03451417167314291,5333.351626684633,
P1,2025-09-19 16:00:00,0.2794833592394361,1.5046873949825506,0.03387065710902577,6117.447457461955,
P1,2025-09-19 17:00:00,0.2681496304372457,1.403532593313747,0.027667810389724545,5470.141416894235,
P1,2025-09-19 18:00:00,0.2558542627986105,1.4766036507824343,0.04656978020462438,5101.8103602767105,
P1,2025-09-19 19:00:00,0.24108835253479236,1.5527515952100788,0.0377052506131162,5463.857087652889,
P1,2025-09-19 20:00:00,0.24982104712631342,1.4956169850234031,0.023532422053529345,5551.272646969085,
P1,2025-09-19 21:00:00,0.21768647424528514,1.3131951023838788,0.04341842908704917,3690.578855796299,
P1,2025-09-19 22:00:00,0.015013661417415424,0.1654892032933684,0.04121332428633492,510.37258057464334,
P1,2025-09-19 23:00:00,0.010267931618760981,0.149712152683344,0.041645443677015725,470.18420344863046,
P1,2025-09-20 00:00:00,0.00924305465327925,0.21256278503549317,0.03211512341253248,452.4842689275181,
P1,2025-09-20 01:00:00,0.010243639003182124,0.19801212334660226,0.029434622723442255,539.269725469432,
P1,2025-09-20 02:00:00,0.009031533937726334,0.16692879436871375,0.03125646246296943,506.4902292970955,
P1,2025-09-20 03:00:00,0.01069029420486748,0.20220379815018058,0.01993217516062785,626.574051701373,
P1,2025-09-20 04:00:00,0.013464764522123477,0.20214945232482,0.02396713928785993,674.3518912654243,
P1,2025-09-20 05:00:00,0.016082217425869107,0.18347291951240768,0.02910148843288209,475.89196424792425,
P1,2025-09-20 06:00:00,0.016820318392100003,0.17799423325966532,0.02812210567425,474.01228140788356,
P1,2025-09-20 07:00:00,0.016563118882635404,0.14857569374126228,0.028910700475986373,434.24416176886297,
P1,2025-09-20 08:00:00,0.03566412870443353,0.22725620738716218,0.027260186423980603,646.3287038694806,
P1,2025-09-20 09:00:00,0.016681904005477366,0.24094095952232278,0.021563849807868355,633.4049621532522,
P1,2025-09-20 10:00:00,0.0092447081391686,0.21044804304053996,0.016908477405626142,671.753568587205,
P1,2025-09-20 11:00:00,0.007988938130556095,0.17761890783243606,0.023637524125336214,717.3047106110117,
P1,2025-09-20 12:00:00,0.008499467806596103,0.2180253573353067,0.02155037861459544,634.4671426313421,
P1,2025-09-20 13:00:00,0.022007281770606475,0.39769781682769834,0.023089616177811446,916.3630364996463,
P1,2025-09-20 14:00:00,0.028618663576340395,0.3775279239704194,0.02509834252306943,1054.1151977732409,
P1,2025-09-20 15:00:00,0.016570775066285133,0.22015692260971673,0.02692510659839608,1210.6192873818923,
P1,2025-09-20 16:00:00,0.02034273788310263,0.4317037843049082,0.018186719745219626,843.6818891839154,
P1,2025-09-20 17:00:00,0.0500504227274296,0.42180735825002474,0.026042484440377926,1002.8943915171172,
P1,2025-09-20 18:00:00,0.022125781687096193,0.23671126168653517,0.02168550176618435,660.3235195326756,
P1,2025-09-20 19:00:00,0.013944993506230866,0.16909785101369929,0.02183399490273977,654.120311343913,
P1,2025-09-20 20:00:00,0.012246891478948571,0.1992915999764992,0.023300086498106044,806.5599706107303,
P1,2025-09-20 21:00:00,0.014904732717774621,0.17340318179512154,0.021839164176720577,881.7708848813401,
P1,2025-09-20 22:00:00,0.021361727832274698,0.17733103634193242,0.021843644160857777,1060.1125708421118,
P1,2025-09-20 23:00:00,0.015232087537821157,0.17408246878041247,0.019010908132304046,841.743178858579,
P1,2025-09-21 00:00:00,0.018836119438061336,0.17428823407178462,0.019668889408589636,1075.3453051365059,
P1,2025-09-21 01:00:00,0.018873965326928942,0.17150617853441774,0.021574976091146055,845.6883012887716,
P1,2025-09-21 02:00:00,0.015096373291723041,0.17482429702515215,0.020197649584414137,885.185089137184,
P1,2025-09-21 03:00:00,0.012452455077771627,0.16934232292292575,0.020519143098467568,1052.5694274644518,
P1,2025-09-21 04:00:00,0.018005586065234853,0.181985377720842,0.02382869701127232,913.9509525286721,
P1,2025-09-21 05:00:00,0.016672791953350072,0.16604168438948375,0.024124390500195714,851.2561886633747,
P1,2025-09-21 06:00:00,0.013633057824963398,0.13498634536749,0.02215864196423634,791.4799069208747,
P1,2025-09-21 07:00:00,0.14542790216487414,0.3554453979413856,0.018939604771439654,1889.1145781457624,
P1,2025-09-21 08:00:00,0.0824584651204424,0.3899511335163135,0.0234137577959464,1323.657125003596,
P1,2025-09-21 09:00:00,0.03972297490670548,0.4790353484319886,0.023107405597994762,1818.3912447243215,
P1,2025-09-21 10:00:00,0.22653321749932767,1.2684284157031953,0.02777220186133193,4090.7411434242704,
P1,2025-09-21 11:00:00,0.3406315724783821,1.4277894185587914,0.0293839414354322,3999.399718769295,
P1,2025-09-21 12:00:00,0.4279036062054129,1.7802449650565235,0.026197172276600508,5485.562946520831,
P1,2025-09-21 13:00:00,0.30126030800350895,1.2870628609738148,0.021141516505171404,3281.529170707359,
P1,2025-09-21 14:00:00,0.2643810921701283,1.176199163852353,0.029735318595710058,2851.019860447365,
P1,2025-09-21 15:00:00,0.20739022460242298,1.006332003736726,0.026692920161263758,2978.0913778727413,
P1,2025-09-21 16:00:00,0.3236479844435601,1.3207651844156227,0.022378585822422765,3534.7834754470177,
P1,2025-09-21 17:00:00,0.318631182397175,1.3234830255774892,0.03247427877508917,3734.436178981896,
P1,2025-09-21 18:00:00,0.17465236043355467,0.7578891161142947,0.025674252766148205,2684.8048122078994,
P1,2025-09-21 19:00:00,0.010099043059515,0.062357887986634664,0.021651381769367168,664.890274551874,
P1,2025-09-21 20:00:00,0.007479576235257245,0.04308020422365446,0.025602748783670897,738.3016782559753,
P1,2025-09-21 21:00:00,0.009004365123579985,0.07824941608716159,0.026504267009983182,932.0166028448372,
P1,2025-09-21 22:00:00,0.021566767417234595,0.07609457774709477,0.01859243003582925,674.4689657095365,
P1,2025-09-21 23:00:00,0.02270060093234312,0.10381025231156339,0.01907565117303801,964.082252628758,
P1,2025-09-22 00:00:00,0.02284808141013223,0.1078043830795987,0.02966465558391722,848.0787404427577,
P1,2025-09-22 01:00:00,0.02377515252031148,0.09245178544748664,0.02756156572150555,742.6235027460073,
P1,2025-09-22 02:00:00,0.022067678825796713,0.0993068494512195,0.02235056540344718,595.5489201846677,
P1,2025-09-22 03:00:00,0.01844237372197078,0.1345637206196935,0.014645149573885846,656.3583901978715,
P1,2025-09-22 04:00:00,0.02595035638721644,0.12645892531990136,0.018154047298903322,820.0435935863942,
P1,2025-09-22 05:00:00,0.021216282354486513,0.10716436757145685,0.025288493595051444,915.7297805513971,
P1,2025-09-22 06:00:00,0.03243175475215401,0.13929141795879688,0.020842562613394604,579.2520637255693,
P1,2025-09-22 07:00:00,0.044946949576495705,0.29258906760441955,0.02571868367590978,996.693864216295,
P1,2025-09-22 08:00:00,0.13110777585580763,0.5389451261992524,0.02253221046608567,1301.043065037753,
P1,2025-09-22 09:00:00,0.14530920231802347,0.36184130057960884,0.02563667758196065,1371.9053426867104,
P1,2025-09-22 10:00:00,0.1939091861736036,1.0954616834267048,0.029515668919054903,3904.385973360432,
P1,2025-09-22 11:00:00,0.2485558801840254,1.2109555756368726,0.030026926301436982,4419.615074156717,
P1,2025-09-22 12:00:00,0.2685242743509518,1.2661069129248583,0.033317198279102546,4866.637901298712,
P1,2025-09-22 13:00:00,0.2877786672401739,1.288917374779412,0.032771149145341856,5128.396470548992,
P1,2025-09-22 14:00:00,0.27712252968565115,1.272736936479722,0.024272369420755183,5016.241843865404,
P1,2025-09-22 15:00:00,0.2698862736656564,1.2755869006404947,0.030258809127203,4406.4313299417645,
P1,2025-09-22 16:00:00,0.17016679981024552,0.7835093337688959,0.023390807054808845,2641.7873921536916,
P1,2025-09-22 17:00:00,0.20591825952604134,1.1208929145991136,0.023605859270479545,3831.8631945229513,
P1,2025-09-22 18:00:00,0.24196239588708318,1.5020903533112202,0.016108227423698777,4567.2608700722085,
P2,2025-09-15 22:00:00,0.3174437209292517,2.3256478237168214,0.02805419899934946,116.25150545231807,
P2,2025-09-15 23:00:00,0.3639455381906191,3.506194611987142,0.027493594785798558,162.0467940209818,
P2,2025-09-16 00:00:00,0.35390748587998055,3.149378975316804,0.02734777768348017,143.57818720499696,
P2,2025-09-16 01:00:00,0.2950123699425194,2.1471573179913586,0.029469041142570304,107.73789542225599,
P2,2025-09-16 02:00:00,0.33449073689802195,3.1305919466762484,0.02809115221845454,152.2983977888916,
P2,2025-09-16 03:00:00,0.3112048112484951,2.1384280657158277,0.0210943964304765,111.0724419933298,
P2,2025-09-16 04:00:00,0.3059206793403822,2.453019803891682,0.021200558203037807,124.43256875865679,
P2,2025-09-16 05:00:00,0.34786044373157055,2.9697705125105403,0.03191855344789253,148.86965668849888,
P2,2025-09-16 06:00:00,0.332682307729699,2.834177507591724,0.03199488856693672,144.23572950858426,
P2,2025-09-16 07:00:00,0.30043694032587737,1.6365271893479414,0.027742520006451905,83.7940527539939,
P2,2025-09-16 08:00:00,0.3593984335875014,3.0647023634706327,0.03307732840481402,149.60181500291984,
P2,2025-09-16 09:00:00,0.3620031475671552,2.599424967871857,0.035402248280975705,125.59953447343656,
P2,2025-09-16 10:00:00,0.449067682853192,3.9046045110517613,0.04560969191684667,175.51563126574817,
P2,2025-09-16 11:00:00,0.4703308834631795,4.030006147535654,0.03708975377289413,186.43805110489146,
P2,2025-09-16 12:00:00,0.47069716858420435,4.121873432957257,0.03930005984599623,214.96910952132555,
P2,2025-09-16 13:00:00,0.39728941244556776,2.6537487276446092,0.03613528442355438,139.66332547430116,
P2,2025-09-16 14:00:00,0.3626451920765056,2.0555746440587286,0.04416027354800773,131.5403953204681,
P2,2025-09-16 15:00:00,0.3979651382087537,2.678634288828955,0.03826820378225374,192.41019888800275,
P2,2025-09-16 16:00:00,0.3889512585257466,2.25407308371979,0.04581701126182685,181.80704250027136,
P2,2025-09-16 17:00:00,0.377068002220359,3.2930783210422545,0.03716249689885979,257.7012172165571,
P2,2025-09-16 18:00:00,0.49809352039359717,4.358977347570001,0.03846217254018113,267.35536737600114,
P2,2025-09-16 19:00:00,0.3957212060661948,4.018156410731977,0.047134236196288475,239.18622677487966,
P2,2025-09-16 20:00:00,0.42293375819524354,3.4340938297518426,0.05364282136008991,196.97362952059086,
P2,2025-09-16 21:00:00,0.39676397653329415,2.656817040941275,0.0585696978853277,123.27205714996803,
P2,2025-09-16 22:00:00,0.3657966736113262,2.6019218523841716,0.03207661654479603,127.0832265946876,
P2,2025-09-16 23:00:00,0.39191940291053856,2.8803967493858362,0.040695251935614817,142.02626156396488,
P2,2025-09-17 00:00:00,0.3386622119542589,1.68959560709521,0.03956385722195822,103.7619923869739,
P2,2025-09-17 01:00:00,0.3781671420183752,3.1211016463256365,0.05145482443602811,161.82400706596826,
P2,2025-09-17 02:00:00,0.42075644581929833,3.3769912342579596,0.037320674319324246,180.2478721096085,
P2,2025-09-17 03:00:00,0.407747326484632,2.7539804118586915,0.03263783920550924,156.53557693579594,
P2,2025-09-17 04:00:00,0.4291503977363419,3.4337672114263706,0.03342575528951322,178.22727633181245,
P2,2025-09-17 05:00:00,0.43891480410348777,3.903269068461744,0.04753793366580991,201.01392064159413,
P2,2025-09-17 06:00:00,0.41528313573634984,3.1861199484120246,0.04029605263987056,166.86880947089486,
P2,2025-09-17 07:00:00,0.5002695589726457,4.439326143905818,0.052400921793142825,219.6347885477168,
P2,2025-09-17 08:00:00,0.40736022134118616,2.9505503016689025,0.03553840194202617,151.848068203012,
P2,2025-09-17 09:00:00,0.4144335370229349,3.432714740404818,0.04204163517498851,168.16127088783347,
P2,2025-09-17 10:00:00,0.35870697499571796,2.528917101975679,0.04168048169223797,149.43204111706115,
P2,2025-09-17 11:00:00,0.34880765749606624,2.2151629430781443,0.04155364734447446,134.1811844202025,
P2,2025-09-17 12:00:00,0.3735208429473064,2.3925793049228035,0.052087850034819985,146.1548027696532,
P2,2025-09-17 13:00:00,0.410776971930676,3.6096529782072073,0.20230950918114918,207.02499177665197,
P2,2025-09-17 14:00:00,0.34176009527800966,3.047933313504248,0.23047718139769427,153.73473729087294,
P2,2025-09-17 15:00:00,0.3276396436209812,3.239378005030447,0.09080371221259526,156.42682221667917,
P2,2025-09-17 16:00:00,0.40717024103751887,4.288249289252821,0.09287264731706628,193.61994814598927,
P2,2025-09-17 17:00:00,0.36006520701004774,3.201017637032614,0.09512957783269292,161.29447028227472,
P2,2025-09-17 18:00:00,0.37249103070640843,3.0795080195369735,0.10202326835169752,213.2896538387892,
P2,2025-09-17 19:00:00,0.36484899846337326,2.644378229659663,0.05917527771937733,140.33288752593828,
P2,2025-09-17 20:00:00,0.3656290768229049,2.491813047213059,0.06260681232242857,166.44364509486525,
P2,2025-09-17 21:00:00,0.3628376852926786,2.509119441813632,0.05892910543810679,148.8839960035246,
P2,2025-09-17 22:00:00,0.3272520925008399,2.095656558132403,0.040986701940520565,116.33549438844452,
P2,2025-09-17 23:00:00,0.291598774236531,1.445502226503775,0.036416544257623654,99.86198515094209,
P2,2025-09-18 00:00:00,0.3553772307544883,2.4345557046263497,0.04110074979076125,145.07552969719544,
P2,2025-09-18 01:00:00,0.44038142228865784,3.9833298048720422,0.027997540144482077,224.7416080260126,
P2,2025-09-18 02:00:00,0.49173562885443584,4.769392724497306,0.06650662152965102,258.63529368739626,
P2,2025-09-18 03:00:00,0.4159952117994695,4.2233093501417995,0.04281869752602568,230.26612153673497,
P2,2025-09-18 04:00:00,0.33417854202399855,3.026342670205553,0.04709654622239645,167.78303190720428,
P2,2025-09-18 05:00:00,0.31971985389863344,3.182918219423352,0.048220498488779046,166.08817477128392,
P2,2025-09-18 06:00:00,0.33705758806809233,3.425039124492811,0.037497548951757304,178.29246484141044,
P2,2025-09-18 07:00:00,0.2660527790699405,2.1308398097000745,0.038807167578942627,125.57471386671097,
P2,2025-09-18 08:00:00,0.26853916173683373,2.2593294382653766,0.031846042248405794,132.0065719257253,
P2,2025-09-18 09:00:00,0.34574906472989786,2.9723331280867753,0.048347736189347776,232.0501319294016,
P2,2025-09-18 10:00:00,0.3295671420090561,2.163487284451125,0.056732047462450176,125.77554637373967,
P2,2025-09-18 11:00:00,0.3221751750108386,2.1264558588112057,0.03635736836457657,137.76080967817333,
P2,2025-09-18 12:00:00,0.3401008473356473,3.4675252435773123,0.0391670160189619,189.92774557581473,
P2,2025-09-18 13:00:00,0.365552851302615,3.2603032574818003,0.039518080747071374,188.64928454658653,
P2,2025-09-18 14:00:00,0.31234131844312457,2.4251682867681996,0.03312241394119797,184.60656228707697,
P2,2025-09-18 15:00:00,0.32071444256158166,2.5336223408747185,0.0443094441083329,243.21423198188907,
P2,2025-09-18 16:00:00,0.3619067989629061,3.5852859758763223,0.04181461023965425,309.2947718013631,
P2,2025-09-18 17:00:00,0.4052119659924707,4.051255125946557,0.04462704012242845,268.115708244321,
P2,2025-09-18 18:00:00,0.39655657275386985,4.1730597855425335,0.0411659171245251,233.08890969314774,
