device_id,date,hour,temperature_count,temperature_mean,temperature_std,temperature_min,temperature_max,humidity_count,humidity_mean,humidity_std,humidity_min,humidity_max,pressure_count,pressure_mean,pressure_std,pressure_min,pressure_max,gas_resistance_count,gas_resistance_mean,gas_resistance_std,gas_resistance_min,gas_resistance_max,co2_count,co2_mean,co2_std,co2_min,co2_max
P1,2025-09-20,6,120,29.096666666666668,0.02026435929663105,29.06,29.15,120,61.70399999999999,0.26574265683903775,61.15,62.27,120,1012.4599166666667,0.1374283363031069,1012.17,1012.62,120,161199.31666666668,1086.8381400084932,158768,163415,0,,,,
P1,2025-09-20,7,119,29.077899159663865,0.017797064582747234,29.04,29.12,119,61.093529411764706,0.3648765480461148,60.15,61.7,119,1012.8933613445378,0.12965585027309512,1012.62,1013.15,119,163803.89915966385,934.2997413539719,162149,166336,0,,,,
P1,2025-09-20,8,119,28.894117647058824,0.1995053704077557,28.55,29.12,119,60.08521008403362,0.30337885008205695,59.25,60.72,119,1013.4249579831932,0.19316662671713097,1013.12,1013.67,119,169589.2100840336,3740.981931448326,164862,178002,0,,,,
P1,2025-09-20,9,119,28.482521008403364,0.023907253257046682,28.45,28.55,119,59.606638655462184,0.27929171102813943,58.96,60.37,119,1013.929243697479,0.15178128590944445,1013.63,1014.11,119,180730.4705882353,1489.9614363313608,176316,183461,0,,,,
P1,2025-09-20,10,120,28.46075,0.01116435654853948,28.43,28.49,120,59.166666666666664,0.21426573202817142,58.61,59.76,120,1014.0001666666667,0.032227743497892314,1013.93,1014.05,120,182627.95,604.6163009947454,181277,184675,0,,,,
P1,2025-09-20,11,119,28.40235294117647,0.020531327132426377,28.36,28.44,119,59.2863025210084,0.18559964908197907,58.68,59.62,119,1013.9389915966387,0.09904112275513183,1013.69,1014.07,119,182661.08403361344,816.509951778346,181081,184879,0,,,,
P1,2025-09-20,12,119,28.348823529411764,0.026302557412176596,28.31,28.39,119,59.255042016806726,0.26015599606279144,58.71,59.85,119,1013.4564705882353,0.1640617299868417,1013.17,1013.69,119,182377.90756302522,1072.8996271911944,180108,184675,0,,,,
P1,2025-09-20,13,119,28.488319327731094,0.15514519895525838,28.31,28.78,119,59.76025210084034,0.7702095930735302,57.78,61.45,119,1013.1544537815126,0.03856971409995793,1013.06,1013.25,119,176107.57142857142,5542.811214738163,165842,183461,0,,,,
P1,2025-09-20,14,120,28.74641666666667,0.03458750523248977,28.67,28.81,120,59.702,0.8834125962006952,57.79,61.17,120,1013.3101666666666,0.12395433784703587,1013.12,1013.52,120,172067.93333333332,4151.848503440162,165514,178953,0,,,,
P1,2025-09-20,15,119,28.758067226890756,0.04426953865147538,28.68,28.83,119,58.999747899159665,0.24987272076905853,58.31,59.59,119,1013.4798319327732,0.09154959009319598,1013.36,1013.64,119,179095.84033613445,1850.1021455227055,174661,182462,0,,,,
P1,2025-09-20,16,119,28.79310924369748,0.03259270738749338,28.71,28.85,119,59.15932773109244,0.6734589830506289,57.48,61.2,119,1013.9338655462185,0.16238742772844547,1013.64,1014.2,119,172865.1344537815,1734.2845685815105,170397,178571,0,,,,
P1,2025-09-20,17,119,28.67016806722689,0.1264507889358715,28.47,28.94,119,60.733949579831936,0.5201062774175541,58.98,61.64,119,1014.1914285714286,0.04516046182621068,1014.12,1014.26,119,167767.09243697478,2683.0274356026293,161836,172503,0,,,,
P1,2025-09-20,18,120,28.368666666666666,0.035878725077195035,28.32,28.47,120,58.89149999999999,0.6069882254890613,57.9,60.49,120,1014.4221666666667,0.12055322987148487,1014.25,1014.58,120,179628.8,4185.94757923872,170051,186111,0,,,,
P1,2025-09-20,19,119,28.303949579831933,0.016885380668802543,28.28,28.35,119,57.2773949579832,0.4950679840061436,56.37,58.33,119,1014.8681512605042,0.23554108780619704,1014.56,1015.27,119,190443.93277310923,3180.772504322791,184963,195503,0,,,,
P1,2025-09-20,20,119,28.31579831932773,0.017731318568239573,28.28,28.35,119,56.251512605042016,0.23557228785633735,55.83,56.89,119,1015.5878151260504,0.1432146644316052,1015.28,1015.85,119,197930.41176470587,1504.8851716527417,194006,201114,0,,,,
P1,2025-09-20,21,119,28.275546218487396,0.02134055894108587,28.23,28.32,119,54.827815126050425,0.6772491213073938,53.81,56.2,119,1015.8412605042017,0.0417123853055006,1015.77,1015.91,119,205699.0588235294,4328.200857862508,199168,212672,0,,,,
P1,2025-09-20,22,120,28.2755,0.020857660866135528,28.22,28.31,120,53.29058333333333,0.3793676645814432,52.62,54.21,120,1015.8180833333333,0.05439191476822958,1015.7,1015.91,120,212934.63333333333,1777.3585297900008,208895,216874,0,,,,
P1,2025-09-20,23,119,28.257226890756304,0.023683090218222687,28.2,28.3,119,52.879915966386555,0.1867314567669364,52.36,53.32,119,1015.6776470588235,0.09165804062243883,1015.47,1015.78,119,216406.61344537814,1001.6879153796817,214194,219183,0,,,,
P1,2025-09-21,0,119,28.271008403361346,0.0223377372411812,28.24,28.31,119,53.079579831932776,0.20176087103630233,52.65,53.63,119,1015.3568067226892,0.07519390496734496,1015.24,1015.48,119,212513.14285714287,1208.1130425116173,209961,215314,0,,,,
P1,2025-09-21,1,119,28.252268907563025,0.023665643222517612,28.2,28.29,119,53.36798319327731,0.2002861505147612,52.96,53.9,119,1015.1055462184873,0.07037065883882028,1015.01,1015.24,119,212594.0,872.3381400056203,210498,215879,0,,,,
P1,2025-09-21,2,119,28.233529411764707,0.019248078719625434,28.19,28.26,119,53.47983193277311,0.1717456889808905,53.08,53.92,119,1015.3336134453781,0.13934307796591774,1015.11,1015.58,119,213662.12605042016,1075.7420423148992,211037,216162,0,,,,
P1,2025-09-21,3,120,28.232083333333332,0.01634172024996734,28.21,28.27,120,53.5995,0.167135279581159,53.12,53.92,120,1015.5459166666666,0.02167350678497883,1015.51,1015.58,120,214130.76666666666,1462.16358471253,210095,217303,0,,,,
P1,2025-09-21,4,119,28.202605042016806,0.024888299097963383,28.15,28.24,119,53.9772268907563,0.23126741572440493,53.45,54.58,119,1015.7068907563025,0.05194109928749195,1015.55,1015.82,119,212524.58823529413,837.6337779495932,210902,215879,0,,,,
P1,2025-09-21,5,119,28.15941176470588,0.02415676617314216,28.12,28.22,119,53.23571428571429,0.4066743406836248,52.43,54.26,119,1016.0363025210083,0.1221687187502752,1015.82,1016.2,119,217612.78151260506,2543.529554757804,211037,220948,0,,,,
P1,2025-09-21,6,119,28.12747899159664,0.01397446141559172,28.1,28.16,119,52.572436974789916,0.166539893864502,52.2,52.98,119,1016.3936974789916,0.12095569679362626,1016.15,1016.54,119,218787.42016806724,849.698954623402,216446,220209,0,,,,
P1,2025-09-21,7,120,27.03175,1.2987082544790824,24.94,28.15,120,53.413000000000004,1.5132155089314268,51.29,57.05,120,1016.6963333333333,0.1000246468227597,1016.5,1016.81,120,221167.68333333332,6024.848743850297,211444,231184,0,,,,
P1,2025-09-21,8,119,24.50386554621849,0.18974161397559897,24.26,24.94,119,56.071680672268904,0.410515012066243,55.13,56.87,119,1016.7550420168068,0.040229720643021584,1016.64,1016.86,119,232841.84033613445,2562.005308953292,228299,239071,0,,,,
P1,2025-09-21,9,119,24.21672268907563,0.12887458917521646,23.97,24.58,119,57.18210084033613,2.555300530916929,55.21,62.81,119,1016.6217647058824,0.04367924416563498,1016.49,1016.69,119,223966.5294117647,9305.52547248365,202848,236157,0,,,,
P1,2025-09-21,10,119,23.932352941176468,0.33700501903005164,23.32,24.52,119,59.92268907563025,1.1907594055176711,58.11,63.3,119,1016.5884033613446,0.07031386286255802,1016.43,1016.69,119,220564.96638655462,4710.8624654464365,210363,229253,0,,,,
P1,2025-09-21,11,120,23.701666666666664,0.548805170207003,22.28,24.45,120,61.33058333333334,3.355417617518745,55.98,68.64,120,1016.0696666666666,0.27607066849910095,1015.61,1016.46,120,224957.525,9832.265135605769,201237,243670,0,,,,
P1,2025-09-21,12,119,23.90579831932773,0.3691412292277763,23.37,24.74,119,61.40840336134454,1.878038096034816,58.09,65.01,119,1015.4196638655462,0.07257880314727111,1015.33,1015.62,119,219495.19327731093,7775.020967084146,201978,231672,0,,,,
P1,2025-09-21,13,119,23.732605042016804,0.34275914898314586,23.25,24.44,119,59.72941176470589,1.3930951359568073,57.27,62.5,119,1015.0830252100841,0.15254093433293978,1014.87,1015.33,119,230616.05042016806,3628.615384358864,224870,237691,0,,,,
P1,2025-09-21,14,119,23.781092436974788,0.25040912257968845,23.35,24.31,119,59.7281512605042,0.9691232857733113,57.5,62.34,119,1014.8078991596639,0.12323928735756702,1014.65,1015.06,119,222911.83193277312,3021.969433936991,217734,228775,0,,,,
P1,2025-09-21,15,120,23.775916666666667,0.32065189856918447,23.2,24.35,120,60.6235,1.4463077592455151,57.83,63.15,120,1014.8230833333333,0.050589729474348234,1014.73,1014.92,120,225096.24166666667,5381.761587198233,215174,237177,0,,,,
P1,2025-09-21,16,119,23.709579831932775,0.33102919876841674,23.11,24.27,119,60.62974789915966,1.2930259230199066,58.24,63.46,119,1015.1586554621849,0.1218496181373523,1014.92,1015.32,119,227683.34453781514,4343.884117669965,219915,238379,0,,,,
P1,2025-09-21,17,119,23.709915966386554,0.3599423112872113,23.01,24.3,119,61.30873949579832,1.497481815413684,58.78,64.04,119,1015.3774789915966,0.05894867758321327,1015.28,1015.5,119,216973.2100840336,4044.7957792908,210632,225024,0,,,,
P1,2025-09-21,18,119,25.407983193277314,0.7957989055158478,24.13,26.4,119,58.70378151260504,0.8174391508962785,57.34,61.02,119,1015.5443697478992,0.09125897824852375,1015.28,1015.69,119,207357.59663865546,5827.873366118534,200624,218892,0,,,,
P1,2025-09-21,19,120,26.805166666666665,0.19333857328936802,26.41,27.08,120,57.906166666666664,0.4059850213185421,57.38,58.75,120,1015.9884166666667,0.18310118354994162,1015.7,1016.28,120,201746.06666666668,722.7371493944748,199409,203099,0,,,,
P1,2025-09-21,20,119,27.252773109243698,0.09350903490969438,27.08,27.4,119,57.01361344537815,0.19725974914120897,56.63,57.42,119,1016.5677310924369,0.16765297580495964,1016.3,1016.88,119,204933.36974789915,1390.5831045293403,200624,208763,0,,,,
P1,2025-09-21,21,119,27.536806722689075,0.09876296544886591,27.39,27.68,119,56.60403361344538,0.12387335883898905,56.42,56.99,119,1016.8325210084033,0.04679958147350035,1016.76,1016.93,119,201620.7142857143,1088.4675212399277,199048,204105,0,,,,
P1,2025-09-21,22,119,27.791932773109245,0.06076179261875517,27.67,27.9,119,56.00033613445378,0.2593470705546388,55.56,56.59,119,1016.7805042016807,0.05419438865652833,1016.65,1016.87,119,201519.8655462185,704.4386625012894,199530,203099,0,,,,
P1,2025-09-21,23,119,27.91941176470588,0.047394738277057126,27.85,28.02,119,55.58596638655462,0.12530856374844296,55.26,55.93,119,1016.6098319327732,0.05841092295799738,1016.52,1016.76,119,201271.26890756303,1135.5907944764251,198090,204105,0,,,,
P1,2025-09-22,0,120,28.081,0.04013422856517166,28.0,28.15,120,55.58583333333333,0.1139259919977037,55.36,55.89,120,1016.4704166666667,0.14998260870234276,1016.28,1016.77,120,199725.41666666666,1323.1934288455236,196906,202226,0,,,,
P1,2025-09-22,1,119,28.122016806722687,0.03521314835164719,28.04,28.18,119,55.7163025210084,0.1125502941906583,55.31,56.02,119,1016.2163025210084,0.06626686604902682,1016.06,1016.34,119,199770.2857142857,1366.502749771546,195619,203349,0,,,,
P1,2025-09-22,2,119,28.24394957983193,0.04380655642041766,28.13,28.33,119,56.15310924369748,0.19980816180527702,55.67,56.76,119,1015.74,0.1413374373137313,1015.51,1016.07,119,191581.95798319328,2368.785658986438,186958,196319,0,,,,
P1,2025-09-22,3,119,28.258235294117647,0.02634989656247662,28.21,28.32,119,57.17462184873949,0.2914394140485445,56.6,57.86,119,1015.3326890756302,0.06301328187940042,1015.25,1015.49,119,186810.47899159664,960.8996124636569,184879,188455,0,,,,
P1,2025-09-22,4,120,28.291333333333334,0.03201715226586789,28.24,28.37,120,57.81908333333333,0.13860042218843316,57.51,58.19,120,1015.3689166666667,0.06553972216966604,1015.27,1015.48,120,183141.025,2427.576771713548,177061,186318,0,,,,
P1,2025-09-22,5,119,28.307983193277312,0.031016120246418463,28.24,28.39,119,58.003361344537815,0.15645585997402026,57.71,58.41,119,1015.497731092437,0.06933628412482373,1015.38,1015.6,119,183402.7394957983,976.4501988757714,181081,185905,0,,,,
P1,2025-09-22,6,119,28.349327731092437,0.030441137766801643,28.27,28.41,119,58.41932773109244,0.2687564933151275,57.97,59.21,119,1015.8463025210083,0.15800056611246455,1015.59,1016.05,119,180461.88235294117,1139.0685845369799,177813,182661,0,,,,
P1,2025-09-22,7,119,28.026134453781513,0.32789288568196073,27.53,28.4,119,57.572436974789916,1.972463815219465,53.74,59.95,119,1016.1367226890757,0.11633607980297034,1015.96,1016.36,119,185680.7899159664,10032.004451748317,175209,207448,0,,,,
P1,2025-09-22,8,120,26.60216666666667,1.2912948249450888,23.93,27.52,120,55.37116666666667,2.172325626477541,53.1,58.79,120,1016.3605,0.035665344618003976,1016.31,1016.43,120,214327.5,3319.187138518129,207187,220062,0,,,,
P1,2025-09-22,9,119,23.697394957983192,0.15774610680346762,23.41,23.96,119,59.49428571428571,0.49908317880936465,58.42,62.18,119,1016.3694117647059,0.029781524179500307,1016.3,1016.45,119,216253.0588235294,1996.391207264403,212398,220504,0,,,,
P1,2025-09-22,10,119,23.97302521008403,0.3819343155477991,23.35,24.54,119,61.38109243697479,1.6333265368960261,59.02,64.63,119,1015.9634453781512,0.2302777872034268,1015.61,1016.39,119,203721.51260504202,6535.208836762144,192870,216874,0,,,,
P1,2025-09-22,11,119,23.793865546218484,0.36118709467836213,23.36,24.53,119,61.720000000000006,1.5723619284052548,59.98,64.56,119,1015.4010084033614,0.1786834857070333,1015.14,1015.69,119,212136.67226890757,6149.564508639573,199772,221245,0,,,,
P1,2025-09-22,12,120,23.833333333333332,0.3753034253299918,23.23,24.52,120,62.39491666666667,1.6271452527876709,59.58,65.17,120,1014.6961666666666,0.24124043354886646,1014.25,1015.13,120,210984.98333333334,6498.03666791247,199772,221691,0,,,,
P1,2025-09-22,13,119,23.742100840336136,0.3845289302765479,23.19,24.39,119,62.63890756302521,1.6847746869003828,60.62,65.62,119,1013.9093277310925,0.15746794719555848,1013.68,1014.24,119,210038.6218487395,8398.448749006444,194235,223800,0,,,,
P1,2025-09-22,14,119,23.728655462184875,0.3830009168678391,23.17,24.41,119,62.76386554621848,1.58403588238532,61.03,65.73,119,1013.5589915966386,0.05243874486182775,1013.47,1013.69,119,197767.96638655462,7368.035973076922,185067,209560,0,,,,
P1,2025-09-22,15,119,23.815210084033613,0.3761690224576882,23.23,24.48,119,62.66067226890756,1.55683824045285,60.94,65.68,119,1013.7299159663866,0.11320819128245345,1013.57,1013.93,119,200257.93277310923,6189.876730969267,190527,213916,0,,,,
P1,2025-09-22,16,120,23.522333333333332,0.16111863854400318,23.28,24.13,120,61.59341666666667,0.5536562896914005,60.29,62.74,120,1013.8621666666667,0.04478113598438162,1013.79,1013.93,120,208538.16666666666,4348.680428335344,199168,217303,0,,,,
P1,2025-09-22,17,119,23.755042016806723,0.34356770716420215,23.24,24.4,119,63.29042016806723,1.606339345577124,60.46,66.95,119,1014.1441176470588,0.07629571999358502,1013.92,1014.25,119,207542.58823529413,6814.252281763685,195503,219915,0,,,,
P1,2025-09-22,18,2,23.685000000000002,0.03535533905932913,23.66,23.71,2,62.78,0.8202438661763928,62.2,63.36,2,1014.225,0.007071067811859044,1014.22,1014.23,2,210297.5,854.8920984545359,209693,210902,0,,,,
P2,2025-09-15,22,60,30.54818345,0.34059484957377717,29.981758,31.341914,60,56.20569557666667,2.783187051243332,51.620116,60.7897,60,1013.6690786666666,0.07098206742897785,1013.582,1013.7986,60,6524.383333333333,121.48307989413554,6323,6735,0,,,,
P2,2025-09-15,23,120,30.85564615666667,0.3487083983295739,30.19621,31.782342,120,55.68612956333333,3.23482327085954,49.877328,60.76559,120,1013.5242546666667,0.06393130282218194,1013.40784,1013.6283,120,6420.733333333334,153.91969604027847,6127,6757,0,,,,
P2,2025-09-16,0,120,31.132566628333333,0.31235421081567527,30.570234,32.07199,120,55.28108719666667,2.451101969475415,50.21453,59.17564,120,1013.2744353333333,0.11253407377126314,1013.06856,1013.46408,120,6343.35,157.75034259308364,6038,6696,0,,,,
P2,2025-09-16,1,120,31.226951383333336,0.28981654432235654,30.665546,32.003244,120,54.61371034666667,2.4154469396163436,48.08453,59.187524,120,1012.7052723333333,0.2001412835121453,1012.4186,1013.0879,120,6797.366666666667,162.98919556568313,6464,7159,0,,,,
P2,2025-09-16,2,120,31.366434,0.3360630276301574,30.63,32.20598,120,54.90347249333333,2.7689633086342615,49.70273,59.31019,120,1012.3793256666667,0.12034068639164254,1012.13908,1012.54344,120,6844.033333333334,139.32314974914394,6620,7115,0,,,,
P2,2025-09-16,3,120,31.518224293333333,0.2850935073949121,30.988788,32.28625,120,54.93306985,1.5944555363529451,51.25801,58.46126,120,1012.0781065,0.04263099430057107,1012.0095,1012.1654,120,6784.558333333333,91.3886148355941,6645,7039,0,,,,
P2,2025-09-16,4,120,31.361573836666665,0.384093414857227,30.54289,32.230588,120,54.15871392333334,3.1019275902137036,45.37857,58.289332,120,1012.1136753333334,0.06467481671827639,1011.9994,1012.2779,120,6840.358333333334,170.72946784452964,6574,7289,0,,,,
P2,2025-09-16,5,120,31.64575518,0.3253526376196369,30.952656,32.44758,120,54.383946525000006,2.636241062460161,49.05096,58.436104,120,1012.1250828333334,0.05825336404166248,1012.0452,1012.2793,120,6787.825,133.35878582344122,6582,7053,0,,,,
P2,2025-09-16,6,120,31.527231405000002,0.3120403361935471,30.839374,32.37512,120,53.33722414,2.4573914198734212,45.895072,57.182424,120,1012.1649403333333,0.11036260985341863,1012.0184,1012.3904,120,6716.758333333333,153.63686290815025,6480,7164,0,,,,
P2,2025-09-16,7,120,31.603642543333333,0.2882413343298873,31.064766,32.31379,120,54.12776292666667,1.8655948000700064,49.30395,57.503524,120,1012.664481,0.12247567350566174,1012.37448,1012.9461,120,6547.191666666667,91.68784234659229,6385,6792,0,,,,
P2,2025-09-16,8,120,31.126988873333335,0.4931106310817898,30.059492,32.280976,120,52.38219569666667,2.6483200350945233,47.393056,57.41002,120,1013.2213693333334,0.1061130250103567,1012.9563,1013.3821,120,6755.35,195.02094910095138,6369,7106,0,,,,
P2,2025-09-16,9,120,30.329109696666666,0.39320414700749373,29.419844,31.211054,120,51.20270533,2.919331339866482,44.789992,55.879912,120,1013.1808805000001,0.10797354367701315,1012.91656,1013.4027,120,6807.525,145.96016277617366,6520,7067,0,,,,
P2,2025-09-16,10,120,29.894210433333335,0.3904698652157038,29.198556,30.858514,120,52.003717183333336,3.2293963333104747,45.92369,56.686656,120,1012.7422604999999,0.1993596255317051,1012.36132,1013.06332,120,6610.466666666666,157.52689157292292,6350,6964,0,,,,
P2,2025-09-16,11,120,29.694052591666665,0.4641321990141121,28.833712,30.692696,120,51.65182634666667,3.9274823384483613,44.617936,57.47605,120,1011.9276381666666,0.30110628806558204,1011.32872,1012.3772,120,6741.508333333333,299.07378016200704,6218,7408,0,,,,
P2,2025-09-16,12,120,29.372361548333334,0.4399718998635417,28.583124,30.523944,120,51.35833980333334,3.4736105060966107,44.104928,57.821816,120,1010.8839828333333,0.2380621363177663,1010.5284,1011.38652,120,7309.783333333334,188.70488200626178,6959,7807,0,,,,
P2,2025-09-16,13,120,29.43910295,0.3253905011330205,28.854414,30.310664,120,53.679849229999995,1.9896566373052895,47.719468,57.690952,120,1010.3030446666667,0.1431357751082987,1010.039,1010.5991,120,7108.25,132.62256104252768,6832,7440,0,,,,
P2,2025-09-16,14,120,29.36743819666667,0.36127137440756274,28.71203,30.319258,120,53.36440444,2.097982225505829,48.99362,57.259568,120,1009.8615423333334,0.11109500275990787,1009.69,1010.0916,120,7088.783333333334,143.20803363065446,6726,7382,0,,,,
P2,2025-09-16,15,120,29.417776688333333,0.381780222836082,28.618868,30.397774,120,53.66664859,2.3690162507502137,49.51229,58.050404,120,1009.6742378333333,0.0518828254347669,1009.5731,1009.8816,120,6604.283333333334,346.73054423878466,5728,7115,0,,,,
P2,2025-09-16,16,120,29.484231646666668,0.33414586916806543,28.8700384,30.377656,120,52.87381423333333,2.0587574001687745,48.4629,56.428604,120,1009.6782916666667,0.08088395811004057,1009.5553,1009.8541,120,5492.541666666667,243.1796339822756,5080,6134,0,,,,
P2,2025-09-16,17,120,29.25536767,0.4485635630239793,28.393282,30.293868,120,50.559936650000004,3.3172158456282514,44.730812,56.784644,120,1009.5356228333333,0.07726308578823461,1009.3798,1009.7193,120,6704.633333333333,460.1805808014701,5785,7482,0,,,,
P2,2025-09-16,18,120,29.416144156666668,0.46613294745566414,28.623164,30.450118,120,51.65890728666667,4.152161477733469,44.233656,57.63917,120,1010.1680355000001,0.29069794894795237,1009.651,1010.6375,120,6565.991666666667,371.4642952142875,5779,7377,0,,,,
P2,2025-09-16,19,120,29.451170219999998,0.3133104270976721,28.859296,30.298944,120,52.98440678666667,2.9008559264387346,45.9317,57.586432,120,1010.6470563333334,0.057552077051972364,1010.5002,1010.7486,120,7014.733333333334,329.68968688124664,6315,7515,0,,,,
P2,2025-09-16,20,120,29.547869366666664,0.426841657680951,28.7425,30.615742,120,53.76933075833333,3.084891594152329,47.849008,58.914888,120,1010.6033501666666,0.06355666326470116,1010.4885,1010.7573,120,7264.775,192.82144230724253,6881,7658,0,,,,
P2,2025-09-16,21,120,29.438886478333334,0.38539609428380095,28.5575384,30.51457,120,54.852556766666666,2.591108260066871,47.132632,59.754516,120,1010.2906895,0.22236279860797878,1009.90652,1010.6708,120,7035.166666666667,96.906724045683,6823,7305,0,,,,
P2,2025-09-16,22,120,30.313356151666667,0.38662722826545987,29.506564,31.28371,120,56.597887236666665,2.67667500652721,50.773784,60.53951,120,1010.164706,0.1461988525999621,1009.9328,1010.416,120,6779.466666666666,127.44733190209793,6553,7029,0,,,,
P2,2025-09-16,23,120,30.68760423166667,0.3527380011892372,30.02336,31.538398,120,55.772350233333334,2.2375298352874666,50.6072,59.7797,120,1010.6967151666666,0.19808732740181773,1010.3429,1010.96232,120,6910.1,127.97336907840359,6624,7174,0,,,,
P2,2025-09-17,0,120,30.823741821666665,0.31062640149936604,30.246406,31.657148,120,56.00550698333333,1.701641366164736,51.209624,59.401056,120,1010.9769623333334,0.04535406243534056,1010.8856,1011.07,120,6959.25,96.80737609927718,6774,7189,0,,,,
P2,2025-09-17,1,120,30.94830884,0.4232046295585397,30.169258,31.946016,120,54.33672024,3.8258756480174814,45.49009,60.0294,120,1010.4444504999999,0.1822743469038642,1010.2346,1010.95512,120,7034.225,207.56614669088225,6739,7515,0,,,,
P2,2025-09-17,2,120,30.937267125,0.45422020063949564,30.12922,31.985274,120,55.26150535666667,3.1096910744775177,50.016964,61.363464,120,1010.1723413333333,0.06848230120295666,1010.0555,1010.3169,120,6994.2,183.39907352019893,6675,7284,0,,,,
P2,2025-09-17,3,120,31.118022376666666,0.36268556496554893,30.477852,32.024532,120,55.14041054166667,2.243940934927733,50.6588868,59.638152,120,1010.1115581666667,0.05574908933171031,1010.0,1010.236,120,6947.85,125.31658397230356,6709,7194,0,,,,
P2,2025-09-17,4,120,31.254457936666665,0.4028456421462657,30.443866,32.200312,120,54.72144897333333,3.4527499558132346,47.43435,60.099472,120,1010.3204509999999,0.0755299412542818,1010.1749,1010.4908,120,6891.825,173.36630780134956,6599,7249,0,,,,
P2,2025-09-17,5,120,31.152996363333333,0.39957442653232694,30.31164,32.268084,120,53.96703969666667,3.217915655322341,46.73146,59.988116,120,1010.3519,0.057417664778116294,1010.24116,1010.48068,120,6903.283333333334,169.69924871373357,6582,7310,0,,,,
P2,2025-09-17,6,120,31.22637534833333,0.4066529404204972,30.469842,32.21535,120,54.105475768333335,3.2668700763508642,47.405476,59.424392,120,1010.5203541666667,0.0957094045199965,1010.41768,1010.79736,120,6879.05,164.9847892148511,6586,7174,0,,,,
P2,2025-09-17,7,120,31.353465221666667,0.4288736671211202,30.543672,32.321016,120,54.07601117666666,3.683913943017649,46.871604,60.2349,120,1010.8541769999999,0.07609730372775224,1010.69584,1011.024,120,6701.85,194.82341282524024,6354,7115,0,,,,
P2,2025-09-17,8,120,31.303868796666666,0.35348277603465406,30.67668,32.153244,120,53.80208910666667,2.4126510841766913,47.977888,58.758356,120,1010.972404,0.0771862477236607,1010.8027,1011.11128,120,6500.466666666666,122.16808460624445,6247,6765,0,,,,
P2,2025-09-17,9,120,30.437996390000002,0.5785349123901979,29.178048,31.80461,120,51.08322846,3.502613599107531,43.397064,57.0751,120,1011.298041,0.0728520207918722,1011.1062,1011.558,120,6840.083333333333,360.3252635025855,6255,7553,0,,,,
P2,2025-09-17,10,120,29.67136708,0.3505219752102615,28.923358,30.7175,120,51.47348705333333,2.0455094431336045,45.259884,55.763504,120,1011.1464866666666,0.170127609432743,1010.8045,1011.37384,120,7231.258333333333,150.5318021528468,6922,7664,0,,,,
P2,2025-09-17,11,120,29.43406246,0.3668495868070979,28.639962,30.271212,120,52.93070577666666,2.329104296586972,48.46327,56.622016,120,1010.2512126666667,0.30751368191373063,1009.87024,1010.90732,120,7305.25,173.94142015937194,7039,7703,0,,,,
P2,2025-09-17,12,120,29.13606104333333,0.32206098442365805,28.412616,29.97922,120,52.4960965,2.1326618194307203,48.249804,56.56964,120,1009.5112675,0.2388252553689709,1009.15736,1009.9707,120,7539.725,117.62788231316141,7325,7755,0,,,,
P2,2025-09-17,13,120,29.123396648333333,0.38559420287143886,28.478828,30.144062,120,53.09241835,3.3453132244007713,47.201456,58.69299,120,1009.9723311666665,0.637092366664782,1008.9183,1011.3426,120,7297.566666666667,254.94589089238724,6895,7783,0,,,,
P2,2025-09-17,14,120,28.968692853333334,0.2989946510041423,28.463006,29.873554,120,52.27906110333333,2.3396852279471747,48.15299,56.37359,120,1011.2711578333333,0.2743275584583778,1010.7928,1011.7534,120,7121.658333333334,130.55894678433216,6881,7413,0,,,,
P2,2025-09-17,15,120,28.924187696666667,0.3210014812808676,28.282734,29.725898,120,52.20342621333334,3.1262430639334244,46.18537,56.868424,120,1011.0034563333334,0.12911449677404935,1010.79736,1011.2011,120,6998.633333333333,149.57935042254016,6757,7299,0,,,,
P2,2025-09-17,16,120,28.931577056666665,0.37369801563010796,28.20617,29.878828,120,52.11669957,3.6112228264309087,45.55382,57.54,120,1010.8075366666667,0.1039806614642113,1010.641,1011.07656,120,6867.641666666666,177.93383700167905,6525,7224,0,,,,
P2,2025-09-17,17,120,28.91023422,0.3068682266502497,28.339374,29.684298,120,53.10918725,2.5129580232042743,47.21108,57.13225,120,1010.8965598333333,0.36119809078947257,1010.4988,1011.6812,120,6704.908333333334,142.78525898030486,6444,7077,0,,,,
P2,2025-09-17,18,120,28.854334236666666,0.46437314793034035,28.120624,30.141328,120,53.41674793166667,3.314329013880543,46.371932,59.239988,120,1011.8224773333333,0.39069173988761885,1011.2938,1012.4716,120,6562.258333333333,291.48375845418354,5779,7029,0,,,,
P2,2025-09-17,19,120,29.16235998333333,0.30807149796443306,28.606172,29.942696,120,54.95954377166667,2.0935882801584054,50.212364,59.43775,120,1013.0134521666666,0.4146814569579897,1012.48848,1013.8532,120,7059.141666666666,147.9525983500915,6713,7346,0,,,,
P2,2025-09-17,20,120,29.01419921666667,0.3428150290059067,28.315546,30.024922,120,53.55051901666666,2.2195609276409143,48.63572,58.471732,120,1013.9409631666666,0.11269808370393763,1013.78376,1014.1707,120,7196.433333333333,147.10219013235888,6854,7569,0,,,,
P2,2025-09-17,21,120,29.342081553333333,0.42844454803541815,28.323164,30.421796,120,55.597758336666665,2.441991770313847,51.122104,60.05693,120,1014.3858851666666,0.25076800836663643,1014.06484,1014.7424,120,7152.941666666667,166.97271431263852,6899,7526,0,,,,
