timestamp,device_id,temperature,humidity,pressure,gas_resistance,co2,absolute_humidity,date,hour,dow,is_daytime,is_night,temperature_rollmean_30,humidity_rollmean_30,pressure_rollmean_30,gas_resistance_rollmean_30,co2_rollmean_30,temperature_is_outlier,humidity_is_outlier,pressure_is_outlier,gas_resistance_is_outlier,co2_is_outlier
2025-09-15 23:08:47,P1,28.32,68.61,1014.05,120939,,18.98,2025-09-15,23,0,0,1,28.241,68.769,1014.0883333333334,120630.03333333334,,0,0,0,0,0
2025-09-15 23:09:17,P1,28.33,68.64,1014.05,120677,,18.99,2025-09-15,23,0,0,1,28.246666666666666,68.761,1014.0863333333333,120612.56666666667,,0,0,0,0,0
2025-09-15 23:09:47,P1,28.33,68.63,1014.05,120764,,18.99,2025-09-15,23,0,0,1,28.252333333333336,68.75166666666668,1014.0843333333333,120661.3,,0,0,0,0,0
2025-09-15 23:10:17,P1,28.34,68.6,1014.05,120939,,18.99,2025-09-15,23,0,0,1,28.258,68.74166666666666,1014.0823333333333,120675.8,,0,0,0,0,0
2025-09-15 23:10:48,P1,28.35,68.6,1014.06,120764,,19.0,2025-09-15,23,0,0,1,28.263666666666666,68.73066666666666,1014.0806666666666,120704.6,,0,0,0,0,0
2025-09-15 23:11:18,P1,28.35,68.64,1014.06,120590,,19.01,2025-09-15,23,0,0,1,28.269000000000002,68.72,1014.0790000000001,120704.6,,0,0,0,0,0
2025-09-15 23:11:48,P1,28.36,68.6,1014.06,120590,,19.01,2025-09-15,23,0,0,1,28.27466666666667,68.70633333333333,1014.0773333333333,120704.6,,0,0,0,0,0
2025-09-15 23:12:18,P1,28.37,68.52,1014.06,119986,,19.0,2025-09-15,23,0,0,1,28.28066666666667,68.69066666666667,1014.0753333333333,120687.33333333333,,0,0,0,0,0
2025-09-15 23:12:48,P1,28.37,68.53,1014.07,120764,,19.01,2025-09-15,23,0,0,1,28.286333333333335,68.676,1014.0736666666667,120724.7,,0,0,0,0,0
2025-09-15 23:13:19,P1,28.38,68.55,1014.06,121289,,19.02,2025-09-15,23,0,0,1,28.291999999999998,68.66499999999999,1014.0716666666667,120776.73333333334,,0,0,0,0,0
2025-09-15 23:13:49,P1,28.38,68.58,1014.06,122174,,19.03,2025-09-15,23,0,0,1,28.297666666666668,68.65599999999999,1014.0696666666666,120835.3,,0,0,0,0,0
2025-09-15 23:14:19,P1,28.39,68.57,1014.06,120764,,19.03,2025-09-15,23,0,0,1,28.303333333333335,68.64633333333333,1014.0676666666666,120826.56666666667,,0,0,0,0,0
2025-09-15 23:14:49,P1,28.39,68.56,1014.07,121026,,19.03,2025-09-15,23,0,0,1,28.309,68.63933333333334,1014.0663333333333,120846.86666666667,,0,0,0,0,0
2025-09-15 23:15:19,P1,28.4,68.5,1014.07,121114,,19.02,2025-09-15,23,0,0,1,28.314666666666664,68.63100000000001,1014.0653333333333,120875.86666666667,,0,0,0,0,0
2025-09-15 23:15:50,P1,28.4,68.46,1014.07,120677,,19.01,2025-09-15,23,0,0,1,28.319999999999997,68.61966666666666,1014.0643333333334,120864.23333333334,,0,0,0,0,0
2025-09-15 23:16:20,P1,28.41,68.49,1014.07,121553,,19.03,2025-09-15,23,0,0,1,28.325666666666667,68.613,1014.0633333333333,120910.73333333334,,0,0,0,0,0
2025-09-15 23:16:50,P1,28.41,68.52,1014.07,121465,,19.04,2025-09-15,23,0,0,1,28.331,68.60799999999999,1014.0626666666666,120928.26666666666,,0,0,0,0,0
2025-09-15 23:17:20,P1,28.41,68.61,1014.07,120939,,19.07,2025-09-15,23,0,0,1,28.336,68.606,1014.0623333333333,120939.9,,0,0,0,0,0
2025-09-15 23:17:50,P1,28.41,68.53,1014.08,121289,,19.05,2025-09-15,23,0,0,1,28.341,68.60066666666667,1014.0623333333333,120963.2,,0,0,0,0,0
2025-09-15 23:18:21,P1,28.41,68.51,1014.08,121377,,19.04,2025-09-15,23,0,0,1,28.345666666666666,68.59266666666666,1014.0623333333333,120977.8,,0,0,0,0,0
2025-09-15 23:18:51,P1,28.41,68.57,1014.08,121026,,19.06,2025-09-15,23,0,0,1,28.35033333333333,68.59033333333333,1014.0623333333333,120963.16666666667,,0,0,0,0,0
2025-09-15 23:19:21,P1,28.42,68.61,1014.08,121201,,19.08,2025-09-15,23,0,0,1,28.355333333333338,68.589,1014.0626666666667,120983.53333333334,,0,0,0,0,0
2025-09-15 23:19:51,P1,28.43,68.62,1014.08,121377,,19.09,2025-09-15,23,0,0,1,28.360666666666667,68.589,1014.0633333333333,121009.76666666666,,0,0,0,0,0
2025-09-15 23:20:21,P1,28.43,68.52,1014.07,120764,,19.07,2025-09-15,23,0,0,1,28.365999999999996,68.58333333333333,1014.0636666666667,121006.86666666667,,0,0,0,0,0
2025-09-15 23:20:51,P1,28.44,68.52,1014.07,120939,,19.07,2025-09-15,23,0,0,1,28.371333333333332,68.57799999999999,1014.064,121001.03333333334,,0,0,0,0,0
2025-09-15 23:21:22,P1,28.45,68.48,1014.07,120939,,19.07,2025-09-15,23,0,0,1,28.377,68.57266666666666,1014.0643333333334,121006.86666666667,,0,0,0,0,0
2025-09-15 23:21:52,P1,28.45,68.52,1014.06,121641,,19.08,2025-09-15,23,0,0,1,28.382333333333335,68.56899999999999,1014.0643333333334,121036.1,,0,0,0,0,0
2025-09-15 23:22:22,P1,28.45,68.51,1014.07,120939,,19.08,2025-09-15,23,0,0,1,28.387333333333334,68.56333333333333,1014.065,121027.36666666667,,0,0,0,0,0
2025-09-15 23:22:52,P1,28.45,68.46,1014.05,121641,,19.07,2025-09-15,23,0,0,1,28.392,68.557,1014.065,121042.03333333334,,0,0,0,0,0
2025-09-15 23:23:22,P1,28.46,68.54,1014.05,121641,,19.1,2025-09-15,23,0,0,1,28.396666666666665,68.55333333333333,1014.0649999999999,121059.6,,0,0,0,0,0
2025-09-15 23:23:53,P1,28.46,68.52,1014.05,121114,,19.1,2025-09-15,23,0,0,1,28.401333333333337,68.55033333333334,1014.065,121065.43333333333,,0,0,0,0,0
2025-09-15 23:24:23,P1,28.47,68.48,1014.05,121026,,19.09,2025-09-15,23,0,0,1,28.406,68.545,1014.065,121077.06666666667,,0,0,0,0,0
2025-09-15 23:24:53,P1,28.47,68.51,1014.05,121730,,19.1,2025-09-15,23,0,0,1,28.410666666666664,68.541,1014.065,121109.26666666666,,0,0,0,0,0
2025-09-15 23:25:23,P1,28.48,68.52,1014.05,121114,,19.11,2025-09-15,23,0,0,1,28.415333333333333,68.53833333333334,1014.065,121115.1,,0,0,0,0,0
2025-09-15 23:25:53,P1,28.48,68.56,1014.04,121377,,19.13,2025-09-15,23,0,0,1,28.419666666666668,68.537,1014.0643333333334,121135.53333333334,,0,0,0,0,0
2025-09-15 23:26:24,P1,28.49,68.72,1014.04,120851,,19.18,2025-09-15,23,0,0,1,28.424333333333333,68.53966666666666,1014.0636666666667,121144.23333333334,,0,0,0,0,0
2025-09-15 23:26:54,P1,28.5,68.51,1014.04,121553,,19.13,2025-09-15,23,0,0,1,28.429,68.53666666666666,1014.063,121176.33333333333,,0,0,0,0,0
2025-09-15 23:27:24,P1,28.51,68.37,1014.04,121201,,19.1,2025-09-15,23,0,0,1,28.433666666666667,68.53166666666667,1014.0623333333333,121216.83333333333,,0,0,0,0,0
2025-09-15 23:27:54,P1,28.51,68.35,1014.03,120939,,19.1,2025-09-15,23,0,0,1,28.438333333333333,68.52566666666667,1014.061,121222.66666666667,,0,0,0,0,0
2025-09-15 23:28:24,P1,28.52,68.34,1014.02,120939,,19.1,2025-09-15,23,0,0,1,28.442999999999998,68.51866666666666,1014.0596666666665,121211.0,,0,0,0,0,0
2025-09-15 23:28:55,P1,28.52,68.36,1014.03,121818,,19.11,2025-09-15,23,0,0,1,28.447666666666667,68.51133333333333,1014.0586666666667,121199.13333333333,,0,0,0,0,0
2025-09-15 23:29:25,P1,28.52,68.4,1014.03,121289,,19.12,2025-09-15,23,0,0,1,28.451999999999998,68.50566666666667,1014.0576666666667,121216.63333333333,,0,0,0,0,0
2025-09-15 23:29:55,P1,28.51,68.34,1014.02,121114,,19.1,2025-09-15,23,0,0,1,28.456000000000003,68.49833333333332,1014.056,121219.56666666667,,0,0,0,0,0
2025-09-15 23:30:25,P1,28.51,68.38,1014.03,121730,,19.1,2025-09-15,23,0,0,1,28.45966666666667,68.49433333333333,1014.0546666666667,121240.1,,0,0,0,0,0
2025-09-15 23:30:55,P1,28.51,68.39,1014.02,121996,,19.11,2025-09-15,23,0,0,1,28.463333333333335,68.492,1014.053,121284.06666666667,,0,0,0,0,0
2025-09-15 23:31:25,P1,28.51,68.42,1014.02,121818,,19.12,2025-09-15,23,0,0,1,28.466666666666665,68.48966666666666,1014.0513333333333,121292.9,,0,0,0,0,0
2025-09-15 23:31:56,P1,28.52,68.41,1014.02,121465,,19.12,2025-09-15,23,0,0,1,28.470333333333333,68.486,1014.0496666666667,121292.9,,0,0,0,0,0
2025-09-15 23:32:26,P1,28.52,68.32,1014.02,122531,,19.1,2025-09-15,23,0,0,1,28.474,68.47633333333333,1014.0480000000001,121345.96666666666,,0,0,0,0,0
2025-09-15 23:32:56,P1,28.52,68.26,1014.02,121996,,19.08,2025-09-15,23,0,0,1,28.477666666666664,68.46733333333333,1014.046,121369.53333333334,,0,0,0,0,0
2025-09-15 23:33:26,P1,28.53,68.27,1014.01,121996,,19.09,2025-09-15,23,0,0,1,28.48166666666667,68.45933333333332,1014.0436666666667,121390.16666666667,,0,0,0,0,0
2025-09-15 23:33:56,P1,28.53,68.29,1014.02,122352,,19.1,2025-09-15,23,0,0,1,28.485666666666667,68.45,1014.0416666666666,121434.36666666667,,0,0,0,0,0
2025-09-15 23:34:27,P1,28.53,68.24,1014.02,122531,,19.09,2025-09-15,23,0,0,1,28.489333333333335,68.43766666666667,1014.0396666666667,121478.7,,0,0,0,0,0
2025-09-15 23:34:57,P1,28.53,68.23,1014.02,122174,,19.09,2025-09-15,23,0,0,1,28.492666666666665,68.42466666666665,1014.0376666666667,121505.26666666666,,0,0,0,0,0
2025-09-15 23:35:27,P1,28.53,68.19,1014.02,121996,,19.08,2025-09-15,23,0,0,1,28.496000000000002,68.41366666666666,1014.0360000000001,121546.33333333333,,0,0,0,0,0
2025-09-15 23:35:57,P1,28.53,68.22,1014.02,122352,,19.09,2025-09-15,23,0,0,1,28.499000000000002,68.40366666666667,1014.0343333333333,121593.43333333333,,0,0,0,0,0
2025-09-15 23:36:27,P1,28.53,68.23,1014.02,122621,,19.09,2025-09-15,23,0,0,1,28.501666666666665,68.39533333333334,1014.0326666666666,121649.5,,0,0,0,0,0
2025-09-15 23:36:58,P1,28.54,68.28,1014.01,122442,,19.11,2025-09-15,23,0,0,1,28.504666666666665,68.38733333333333,1014.0310000000001,121676.2,,0,0,0,0,0
2025-09-15 23:37:28,P1,28.54,68.28,1014.01,121996,,19.11,2025-09-15,23,0,0,1,28.50766666666667,68.37966666666667,1014.029,121711.43333333333,,0,0,0,0,0
2025-09-15 23:37:58,P1,28.54,68.24,1014.01,123252,,19.1,2025-09-15,23,0,0,1,28.51066666666667,68.37233333333333,1014.0276666666667,121765.13333333333,,0,0,0,0,0
2025-09-15 23:38:28,P1,28.55,68.22,1014.02,122263,,19.1,2025-09-15,23,0,0,1,28.513666666666666,68.36166666666666,1014.0266666666666,121785.86666666667,,0,0,0,0,0
2025-09-15 23:38:58,P1,28.56,68.23,1014.02,122263,,19.12,2025-09-15,23,0,0,1,28.517,68.352,1014.0256666666666,121824.16666666667,,0,0,0,0,0
2025-09-15 23:39:29,P1,28.57,68.17,1014.02,122801,,19.11,2025-09-15,23,0,0,1,28.520333333333333,68.34166666666667,1014.0246666666666,121883.33333333333,,0,0,0,0,0
2025-09-15 23:39:59,P1,28.57,68.25,1014.02,121818,,19.14,2025-09-15,23,0,0,1,28.523666666666667,68.333,1014.0236666666666,121886.26666666666,,0,0,0,0,0
