timestamp,device_id,temperature,humidity,pressure,gas_resistance,co2,absolute_humidity
2025-07-11 00:00:05,P3,30.84992,54.04203,998.4578,7001,603,17.16
2025-07-11 00:00:35,P3,30.88898,53.47343,998.4824,7096,602,17.01
2025-07-11 00:01:05,P3,31.41789,53.58152,998.51,7330,602,17.54
2025-07-11 00:01:35,P3,30.89406,54.21222,998.4947,7001,600,17.25
2025-07-11 00:02:05,P3,30.93469,53.61539,998.4897,7067,610,17.1
2025-07-11 00:02:35,P3,31.00852,53.1209,998.496,7199,604,17.01
2025-07-11 00:03:05,P3,30.9382,54.1496,998.4537,6992,597,17.27
2025-07-11 00:03:35,P3,30.97961,53.69632,998.4987,7077,602,17.17
2025-07-11 00:04:05,P3,31.02316,53.06081,998.466,7164,596,17.0
2025-07-11 00:04:35,P3,31.56379,53.11194,998.4905,7382,601,17.52
2025-07-11 00:05:05,P3,31.04465,53.77384,998.4602,7063,600,17.25
2025-07-11 00:05:35,P3,31.03957,53.32526,998.4687,7130,599,17.1
2025-07-11 00:06:05,P3,31.07668,52.90085,998.4861,7244,597,17.0
2025-07-11 00:06:35,P3,31.01809,53.95574,998.4779,7044,599,17.29
2025-07-11 00:07:05,P3,31.09191,53.40067,998.4938,7135,595,17.18
2025-07-11 00:07:35,P3,31.12395,52.82054,998.5383,7224,596,17.02
2025-07-11 00:08:05,P3,31.65773,52.90948,998.5345,7450,593,17.54
2025-07-11 00:08:35,P3,31.14348,53.51454,998.5266,7111,597,17.26
2025-07-11 00:09:05,P3,31.14562,53.09242,998.5291,7174,600,17.13
2025-07-11 00:09:35,P3,31.24836,52.47453,998.5429,7294,599,17.02
2025-07-11 00:10:05,P3,31.17766,53.57011,998.5587,7082,591,17.31
2025-07-11 00:10:35,P3,31.2009,53.1295,998.5464,7189,595,17.19
2025-07-11 00:11:05,P3,31.20519,52.661,998.5294,7284,596,17.04
2025-07-11 00:11:35,P3,31.76613,52.68955,998.5703,7482,593,17.57
2025-07-11 00:12:05,P3,31.24328,53.32452,998.5149,7154,595,17.29
2025-07-11 00:12:35,P3,31.27121,52.82962,998.5325,7219,589,17.16
2025-07-11 00:13:05,P3,31.3341,52.34143,998.5532,7361,594,17.05
2025-07-11 00:13:35,P3,31.24074,53.45854,998.5611,7130,589,17.33
2025-07-11 00:14:05,P3,31.26711,52.97401,998.5483,7204,593,17.2
2025-07-11 00:14:35,P3,31.31828,52.39745,998.546,7310,593,17.06
2025-07-11 00:15:05,P3,31.82785,52.5518,998.5792,7531,595,17.58
2025-07-11 00:15:35,P3,31.31477,53.13794,998.5412,7174,594,17.3
2025-07-11 00:16:05,P3,31.32082,52.74203,998.5497,7249,596,17.17
2025-07-11 00:16:35,P3,31.41906,52.19448,998.5645,7382,594,17.08
2025-07-11 00:17:05,P3,31.33274,53.27359,998.5651,7174,588,17.36
2025-07-11 00:17:35,P3,31.35539,52.84639,998.5662,7249,589,17.24
2025-07-11 00:18:05,P3,31.39953,52.28856,998.5667,7356,591,17.1
2025-07-11 00:18:35,P3,31.9343,52.41526,998.5868,7575,592,17.63
2025-07-11 00:19:05,P3,31.40109,53.02945,998.5698,7234,591,17.34
2025-07-11 00:19:35,P3,31.40715,52.60213,998.5531,7315,593,17.21
2025-07-11 00:20:05,P3,31.46789,52.1064,998.5522,7429,591,17.1
2025-07-11 00:20:35,P3,31.3966,53.16321,998.5963,7194,588,17.38
2025-07-11 00:21:05,P3,31.44582,52.68298,998.5945,7284,589,17.27
2025-07-11 00:21:35,P3,31.51457,52.03215,998.568,7392,586,17.12
2025-07-11 00:22:05,P3,32.03332,52.14949,998.6088,7602,591,17.64
2025-07-11 00:22:35,P3,31.51301,52.79017,998.5689,7254,583,17.37
2025-07-11 00:23:05,P3,31.52727,52.31431,998.5833,7310,588,17.22
2025-07-11 00:23:35,P3,31.59836,51.83937,998.5696,7440,593,17.13
2025-07-11 00:24:05,P3,31.49367,53.03655,998.5742,7219,590,17.43
2025-07-11 00:24:35,P3,31.54504,52.56853,998.5524,7315,581,17.32
2025-07-11 00:25:05,P3,31.56379,52.0325,998.5287,7413,584,17.16
2025-07-11 00:25:35,P3,32.07277,52.18023,998.5638,7630,585,17.69
2025-07-11 00:26:05,P3,31.53781,52.85166,998.5017,7279,587,17.41
2025-07-11 00:26:35,P3,31.56125,52.38901,998.527,7351,588,17.28
2025-07-11 00:27:05,P3,31.63742,51.91599,998.5151,7482,583,17.19
2025-07-11 00:27:35,P3,31.55617,53.01927,998.5147,7244,584,17.48
2025-07-11 00:28:05,P3,31.60949,52.50117,998.5422,7335,584,17.36
2025-07-11 00:28:35,P3,31.6507,51.94415,998.5168,7434,586,17.21
2025-07-11 00:29:05,P3,32.16066,52.10418,998.5678,7647,584,17.74
2025-07-11 00:29:35,P3,31.64719,52.73969,998.5542,7305,588,17.47
2025-07-11 00:30:05,P3,31.65715,52.26231,998.5381,7382,581,17.33
