date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2025-07-17,,,,,,,,,,,,,,,,,,,,,,,,0.0
2025-07-18,0.4734439292742561,0.4734439292742561,0.4734439292742561,0.4734439292742561,0.4734439292742561,0.4734439292742561,8.832946635730858,8.832946635730858,,4.108273381294964,4.108273381294964,4.108273381294964,4.108273381294964,4.108273381294964,4.108273381294964,4.108273381294964,4.108273381294964,4.108273381294964,4.108273381294964,4.108273381294964,4.108273381294964,1.983567857142857,0.0,0.751904081632653
2025-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97942398244214,0.07608125,0.07608125,0.07608125
2025-07-20,0.07608125,2.644757142857143,2.644757142857143,0.08669787449392712,0.08669787449392712,0.18805108695652173,0.18805108695652173,0.18805108695652173,0.18805108695652173,0.0,0.0,0.0,1.1871948214285717,1.1871948214285717,1.1871948214285717,1.1871948214285717,1.1871948214285717,0.30148957528957526,0.30148957528957526,0.30148957528957526,16.375529742578845,16.375529742578845,,
2025-07-21,,,,,,,,,3.574812428078251,3.574812428078251,3.574812428078251,3.574812428078251,3.574812428078251,3.574812428078251,3.574812428078251,3.574812428078251,3.574812428078251,3.574812428078251,3.574812428078251,3.574812428078251,0.0,0.0,0.0,0.0
2025-07-22,0.0,0.0,1.315832142857143,3.615413961038962,3.615413961038962,3.615413961038962,3.615413961038962,3.615413961038962,3.5265352273107973,3.5265352273107973,3.5265352273107973,3.5265352273107973,3.5265352273107973,3.5265352273107973,3.5265352273107973,3.5265352273107973,3.5265352273107973,3.5265352273107973,3.5265352273107973,3.5265352273107973,3.3919852040816325,0.0,0.0,7.953910714285714
2025-07-23,7.953910714285714,7.953910714285714,7.953910714285714,1.9261607142857142,1.9261607142857142,1.9261607142857142,1.9261607142857142,21.386689394500852,21.386689394500852,21.386689394500852,21.386689394500852,21.386689394500852,21.386689394500852,21.386689394500852,21.386689394500852,21.386689394500852,21.386689394500852,21.386689394500852,21.386689394500852,0.0,0.0,4.748779285714287,4.748779285714287,0.5611890906006108
2025-07-24,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.997557732680196,0.0,0.0,0.0,0.0
2025-07-25,1.1250505102040815,1.1250505102040815,1.1250505102040815,1.1250505102040815,1.1250505102040815,5.935974107142858,5.935974107142858,5.935974107142858,5.437583450656251,5.437583450656251,5.437583450656251,5.437583450656251,5.437583450656251,5.437583450656251,5.437583450656251,5.437583450656251,5.437583450656251,5.437583450656251,5.437583450656251,5.437583450656251,0.0,0.0,0.0,15.789985714285713
2025-07-26,15.789985714285713,0.2916797619047619,0.0,5.919280714285716,5.919280714285716,0.07605182397220613,0.07605182397220613,0.07605182397220613,0.07605182397220613,0.07605182397220613,0.07605182397220613,0.09975953757225436,0.09975953757225436,0.09975953757225436,0.09975953757225436,0.09975953757225436,2.2669346938775514,1.1181341107871718,1.1181341107871718,1.1181341107871718,1.1181341107871718,1.1181341107871718,1.1181341107871718,1.1181341107871718
2025-07-27,1.1181341107871718,5.935974107142858,5.935974107142858,5.935974107142858,0.702737506124449,0.03994113390872913,0.03994113390872913,0.03994113390872913,0.03994113390872913,0.03994113390872913,0.03994113390872913,0.12503382352941175,0.12503382352941175,0.12503382352941175,0.12503382352941175,0.12503382352941175,0.07077115384615384,0.07077115384615384,0.07077115384615384,0.8485253731343284,0.8485253731343284,0.8485253731343284,0.8485253731343284,0.342365625
2025-07-28,0.342365625,0.47239317133123465,0.47239317133123465,0.47239317133123465,0.47239317133123465,0.47239317133123465,0.47239317133123465,0.47239317133123465,4.1822932330827065,4.1822932330827065,4.1822932330827065,4.1822932330827065,3.967910662824208,3.967910662824208,3.967910662824208,3.967910662824208,3.967910662824208,3.967910662824208,3.967910662824208,7.875353571428571,,0.8967178276269187,0.0,0.0
2025-07-29,2.625117857142857,2.625117857142857,1.9688383928571427,0.9288226890756303,0.9288226890756303,0.9288226890756303,0.9288226890756303,4.2130128234381425,4.2130128234381425,4.2130128234381425,4.2130128234381425,4.2130128234381425,4.2130128234381425,4.2130128234381425,4.2130128234381425,4.2130128234381425,4.2130128234381425,4.2130128234381425,4.2130128234381425,3.9573160714285716,0.0,0.0,0.0,5.935974107142858
2025-07-30,5.935974107142858,5.935974107142858,0.0,0.0,3.9573160714285716,3.9573160714285716,3.9573160714285716,0.11192145677928915,20.92667701863354,20.92667701863354,20.92667701863354,20.92667701863354,14.771770243623182,14.771770243623182,14.771770243623182,14.771770243623182,14.771770243623182,14.771770243623182,14.771770243623182,14.771770243623182,1.8264535714285717,1.8264535714285717,0.0,0.0
2025-07-31,0.0,1.315832142857143,1.315832142857143,1.315832142857143,1.315832142857143,1.315832142857143,1.315832142857143,4.946426560786987,4.946426560786987,4.946426560786987,4.946426560786987,4.946426560786987,4.946426560786987,4.946426560786987,4.946426560786987,4.946426560786987,4.946426560786987,4.946426560786987,4.946426560786987,4.946426560786987,4.946426560786987,2.382330745341615,7.875353571428571,7.875353571428571
2025-08-01,7.875353571428571,5.681364795918368,5.681364795918368,0.5848142857142857,0.5848142857142857,0.25072299331103676,0.25072299331103676,4.248637602179835,4.248637602179835,4.248637602179835,4.248637602179835,4.248637602179835,4.248637602179835,4.248637602179835,4.248637602179835,4.248637602179835,4.248637602179835,4.248637602179835,4.248637602179835,4.248637602179835,2.628475619399051,0.0,0.0,15.868542857142856
2025-08-02,15.868542857142856,15.868542857142856,15.868542857142856,15.868542857142856,15.868542857142856,15.868542857142856,15.868542857142856,15.868542857142856,15.868542857142856,15.868542857142856,15.868542857142856,15.868542857142856,15.868542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.644757142857143,2.644757142857143
2025-08-03,2.644757142857143,2.644757142857143,1.9935507719714967,0.11361685319289005,0.11361685319289005,0.17564055783742477,0.17564055783742477,0.17564055783742477,0.17564055783742477,0.17564055783742477,0.17564055783742477,,0.22205565436436492,0.22205565436436492,0.22205565436436492,0.22205565436436492,0.22205565436436492,0.22205565436436492,0.22205565436436492,0.22205565436436492,0.22205565436436492,0.22205565436436492,0.22205565436436492,0.22205565436436492
2025-08-04,0.22205565436436492,0.22205565436436492,0.22205565436436492,0.22205565436436492,0.22205565436436492,0.22205565436436492,0.22205565436436492,0.22205565436436492,3.0558805478390076,3.0558805478390076,3.0558805478390076,3.0558805478390076,3.0558805478390076,3.0558805478390076,3.0558805478390076,3.0558805478390076,3.0558805478390076,3.0558805478390076,3.0558805478390076,3.0558805478390076,0.0,0.0,1.1892273822628145,1.1892273822628145
