start,end,duration_min,peak_time,peak_co2,start_co2,end_co2,rise_time_min,rise_rate_ppm_min,est_people_heuristic,est_people_mass,est_people_band,device_id
2025-07-19 01:50:20,2025-07-19 02:21:50,31.5,2025-07-19 01:50:20,452.0,452.0,449.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-19 02:39:50,2025-07-19 02:50:50,11.0,2025-07-19 02:39:50,445.0,445.0,444.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-19 03:12:50,2025-07-19 03:22:49,9.983333333333333,2025-07-19 03:12:50,440.0,440.0,437.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-19 03:40:19,2025-07-19 04:05:19,25.0,2025-07-19 03:45:20,436.0,435.0,434.0,5.016666666666667,0.19933554817275748,0.3,0.0,~0-10% cap,P2
2025-07-19 04:18:49,2025-07-19 04:33:49,15.0,2025-07-19 04:23:50,433.0,431.0,431.0,5.016666666666667,0.39867109634551495,0.5,0.0,~0-10% cap,P2
2025-07-19 04:44:19,2025-07-19 04:57:49,13.5,2025-07-19 04:57:19,432.0,430.0,432.0,13.0,0.15384615384615385,0.2,0.0,~0-10% cap,P2
2025-07-19 05:28:49,2025-07-19 05:38:49,10.0,2025-07-19 05:28:49,429.0,429.0,429.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-19 05:51:49,2025-07-19 06:01:49,10.0,2025-07-19 05:52:49,427.0,426.0,426.0,1.0,1.0,1.4,0.0,10-30% cap,P2
2025-07-19 06:28:49,2025-07-19 07:21:49,53.0,2025-07-19 06:35:19,423.0,422.0,416.0,6.5,0.15384615384615385,0.2,0.0,~0-10% cap,P2
2025-07-19 07:32:19,2025-07-19 07:39:49,7.5,2025-07-19 07:39:49,414.0,413.0,414.0,7.5,0.13333333333333333,0.2,0.0,~0-10% cap,P2
2025-07-19 16:38:47,2025-07-19 18:25:47,107.0,2025-07-19 18:08:17,417.0,413.0,417.0,89.5,0.0446927374301676,0.1,0.0,~0-10% cap,P2
2025-07-19 18:47:17,2025-07-19 19:14:17,27.0,2025-07-19 18:47:17,417.0,417.0,417.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-19 19:24:47,2025-07-19 19:49:47,25.0,2025-07-19 19:43:46,418.0,417.0,417.0,18.983333333333334,0.05267778753292361,0.1,0.0,~0-10% cap,P2
2025-07-19 20:03:46,2025-07-19 20:32:16,28.5,2025-07-19 20:12:16,418.0,416.0,418.0,8.5,0.23529411764705882,0.3,0.0,~0-10% cap,P2
2025-07-19 20:44:46,2025-07-19 21:00:47,16.016666666666666,2025-07-19 20:44:46,419.0,419.0,418.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-19 21:18:46,2025-07-19 21:38:16,19.5,2025-07-19 21:31:16,419.0,418.0,418.0,12.5,0.08,0.1,0.0,~0-10% cap,P2
2025-07-19 21:49:16,2025-07-19 22:01:46,12.5,2025-07-19 21:56:16,419.0,418.0,419.0,7.0,0.14285714285714285,0.2,0.0,~0-10% cap,P2
2025-07-19 22:24:16,2025-07-19 23:02:46,38.5,2025-07-19 23:02:16,420.0,418.0,420.0,38.0,0.05263157894736842,0.1,0.0,~0-10% cap,P2
2025-07-19 23:18:16,2025-07-19 23:48:16,30.0,2025-07-19 23:24:46,421.0,419.0,420.0,6.5,0.3076923076923077,0.4,0.0,~0-10% cap,P2
2025-07-20 00:16:46,2025-07-20 00:30:16,13.5,2025-07-20 00:20:16,419.0,418.0,419.0,3.5,0.2857142857142857,0.4,0.0,~0-10% cap,P2
2025-07-20 00:43:16,2025-07-20 01:08:16,25.0,2025-07-20 00:52:46,418.0,417.0,418.0,9.5,0.10526315789473684,0.1,0.0,~0-10% cap,P2
2025-07-20 02:02:15,2025-07-20 02:18:15,16.0,2025-07-20 02:09:15,417.0,415.0,416.0,7.0,0.2857142857142857,0.4,0.0,~0-10% cap,P2
2025-07-20 02:37:15,2025-07-20 03:02:46,25.516666666666666,2025-07-20 03:02:15,417.0,416.0,417.0,25.0,0.04,0.1,0.0,~0-10% cap,P2
2025-07-20 03:17:15,2025-07-20 03:25:45,8.5,2025-07-20 03:17:45,417.0,416.0,416.0,0.5,2.0,2.8,0.0,10-30% cap,P2
2025-07-20 03:43:45,2025-07-20 03:54:45,11.0,2025-07-20 03:54:15,417.0,416.0,417.0,10.5,0.09523809523809523,0.1,0.0,~0-10% cap,P2
2025-07-20 04:07:15,2025-07-20 04:24:45,17.5,2025-07-20 04:08:15,417.0,416.0,416.0,1.0,1.0,1.4,0.0,10-30% cap,P2
2025-07-20 04:35:15,2025-07-20 04:44:15,9.0,2025-07-20 04:35:15,416.0,416.0,416.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-20 04:59:15,2025-07-20 05:55:15,56.0,2025-07-20 05:54:45,417.0,415.0,417.0,55.5,0.036036036036036036,0.0,0.0,~0-10% cap,P2
2025-07-20 06:11:15,2025-07-20 06:32:45,21.5,2025-07-20 06:11:45,417.0,416.0,416.0,0.5,2.0,2.8,0.0,10-30% cap,P2
2025-07-20 06:46:45,2025-07-20 06:56:14,9.483333333333333,2025-07-20 06:46:45,415.0,415.0,415.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-20 07:10:14,2025-07-20 07:31:44,21.5,2025-07-20 07:16:44,414.0,413.0,413.0,6.5,0.15384615384615385,0.2,0.0,~0-10% cap,P2
2025-07-20 07:44:44,2025-07-20 07:49:45,5.016666666666667,2025-07-20 07:44:44,412.0,412.0,411.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-20 16:44:13,2025-07-20 18:16:12,91.98333333333333,2025-07-20 18:10:12,418.0,411.0,418.0,85.98333333333333,0.0814111261872456,0.1,0.0,~0-10% cap,P2
2025-07-20 18:28:14,2025-07-20 19:07:44,39.5,2025-07-20 18:47:44,420.0,418.0,420.0,19.5,0.10256410256410256,0.1,0.0,~0-10% cap,P2
2025-07-20 19:57:56,2025-07-20 20:25:06,27.166666666666668,2025-07-20 20:12:09,422.0,419.0,421.0,14.216666666666667,0.21101992966002345,0.3,0.0,~0-10% cap,P2
2025-07-21 08:32:28,2025-07-21 09:14:53,42.416666666666664,2025-07-21 09:14:22,498.0,469.0,498.0,41.9,0.6921241050119332,1.0,0.0,~0-10% cap,P2
2025-07-21 09:26:22,2025-07-21 10:33:52,67.5,2025-07-21 10:33:21,617.0,495.0,617.0,66.98333333333333,1.8213485941776562,2.5,0.0,10-30% cap,P2
2025-07-21 10:47:21,2025-07-21 11:10:22,23.016666666666666,2025-07-21 11:09:51,590.0,569.0,590.0,22.5,0.9333333333333333,1.3,0.0,~0-10% cap,P2
2025-07-21 11:36:21,2025-07-21 11:48:21,12.0,2025-07-21 11:48:21,552.0,511.0,552.0,12.0,3.4166666666666665,4.7,0.1,30-60% cap,P2
2025-07-21 12:07:21,2025-07-21 16:29:20,261.98333333333335,2025-07-21 15:54:50,1360.0,507.0,747.0,227.48333333333332,3.7497252545974065,5.2,0.1,30-60% cap,P2
2025-07-21 16:51:20,2025-07-21 17:01:52,10.533333333333333,2025-07-21 16:59:50,735.0,693.0,730.0,8.5,4.9411764705882355,6.8,0.1,30-60% cap,P2
2025-07-21 17:19:20,2025-07-21 18:46:20,87.0,2025-07-21 17:19:20,715.0,715.0,681.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-22 00:01:49,2025-07-22 00:26:19,24.5,2025-07-22 00:01:49,426.0,426.0,421.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-22 07:31:18,2025-07-22 07:41:48,10.5,2025-07-22 07:31:18,410.0,410.0,410.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-22 08:13:48,2025-07-22 08:26:47,12.983333333333333,2025-07-22 08:26:47,418.0,409.0,418.0,12.983333333333333,0.693196405648267,1.0,0.0,~0-10% cap,P2
2025-07-22 08:54:17,2025-07-22 09:11:47,17.5,2025-07-22 09:11:47,453.0,411.0,453.0,17.5,2.4,3.3,0.0,10-30% cap,P2
2025-07-22 09:25:17,2025-07-22 10:55:17,90.0,2025-07-22 10:45:47,1001.0,424.0,754.0,80.5,7.167701863354037,8.0,0.1,60-90% cap,P2
2025-07-22 11:11:47,2025-07-22 11:53:17,41.5,2025-07-22 11:36:47,688.0,668.0,684.0,25.0,0.8,1.1,0.0,~0-10% cap,P2
2025-07-22 12:25:17,2025-07-22 18:10:46,345.48333333333335,2025-07-22 14:42:17,1356.0,599.0,748.0,137.0,5.525547445255475,7.6,0.1,60-90% cap,P2
2025-07-22 19:30:45,2025-07-22 19:41:15,10.5,2025-07-22 19:35:15,599.0,591.0,599.0,4.5,1.7777777777777777,2.4,0.0,10-30% cap,P2
2025-07-22 20:01:15,2025-07-22 20:22:15,21.0,2025-07-22 20:02:45,585.0,584.0,577.0,1.5,0.6666666666666666,0.9,0.0,~0-10% cap,P2
2025-07-22 20:54:15,2025-07-22 21:00:45,6.5,2025-07-22 21:00:15,537.0,526.0,537.0,6.0,1.8333333333333333,2.5,0.0,10-30% cap,P2
2025-07-22 23:42:45,2025-07-22 23:58:45,16.0,2025-07-22 23:42:45,442.0,442.0,437.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-23 00:39:15,2025-07-23 01:13:14,33.983333333333334,2025-07-23 00:39:15,426.0,426.0,419.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-23 01:31:44,2025-07-23 02:10:44,39.0,2025-07-23 01:31:44,416.0,416.0,411.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-23 08:41:13,2025-07-23 10:04:43,83.5,2025-07-23 09:54:13,644.0,412.0,638.0,73.0,3.1780821917808217,4.4,0.1,30-60% cap,P2
2025-07-23 10:54:13,2025-07-23 11:02:13,8.0,2025-07-23 10:56:13,538.0,531.0,538.0,2.0,3.5,4.8,0.1,30-60% cap,P2
2025-07-23 11:42:13,2025-07-23 13:03:53,81.66666666666667,2025-07-23 13:03:23,674.0,515.0,674.0,81.16666666666667,1.9589322381930183,2.7,0.0,10-30% cap,P2
2025-07-23 13:20:25,2025-07-23 13:42:24,21.983333333333334,2025-07-23 13:40:54,720.0,660.0,706.0,20.483333333333334,2.9292107404393817,4.0,0.1,30-60% cap,P2
2025-07-23 14:18:24,2025-07-23 14:24:24,6.0,2025-07-23 14:23:54,647.0,622.0,647.0,5.5,4.545454545454546,6.3,0.1,30-60% cap,P2
2025-07-23 14:37:24,2025-07-23 14:59:24,22.0,2025-07-23 14:43:54,647.0,644.0,633.0,6.5,0.46153846153846156,0.6,0.0,~0-10% cap,P2
2025-07-23 15:20:55,2025-07-23 16:52:24,91.48333333333333,2025-07-23 16:49:24,731.0,622.0,730.0,88.48333333333333,1.2318704087398757,1.7,0.0,10-30% cap,P2
2025-07-23 17:03:54,2025-07-23 17:48:24,44.5,2025-07-23 17:46:24,749.0,724.0,746.0,42.5,0.5882352941176471,0.8,0.0,~0-10% cap,P2
2025-07-23 18:03:24,2025-07-23 18:14:54,11.5,2025-07-23 18:13:24,732.0,725.0,731.0,10.0,0.7,1.0,0.0,~0-10% cap,P2
2025-07-23 18:44:54,2025-07-23 18:55:53,10.983333333333333,2025-07-23 18:45:53,676.0,674.0,674.0,0.9833333333333333,2.0338983050847457,2.8,0.0,10-30% cap,P2
2025-07-23 20:07:54,2025-07-23 20:17:23,9.483333333333333,2025-07-23 20:13:53,597.0,593.0,597.0,5.983333333333333,0.6685236768802229,0.9,0.0,~0-10% cap,P2
2025-07-23 20:52:53,2025-07-23 21:11:23,18.5,2025-07-23 21:11:23,573.0,562.0,573.0,18.5,0.5945945945945946,0.8,0.0,~0-10% cap,P2
2025-07-23 22:58:53,2025-07-23 23:06:53,8.0,2025-07-23 22:58:53,501.0,501.0,497.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-23 23:35:53,2025-07-23 23:49:23,13.5,2025-07-23 23:35:53,487.0,487.0,483.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-24 00:17:23,2025-07-24 00:31:52,14.483333333333333,2025-07-24 00:17:23,474.0,474.0,471.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-24 01:40:23,2025-07-24 02:06:52,26.483333333333334,2025-07-24 01:40:23,457.0,457.0,455.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-24 02:30:22,2025-07-24 04:37:22,127.0,2025-07-24 02:30:22,452.0,452.0,441.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-24 04:52:22,2025-07-24 05:34:21,41.983333333333334,2025-07-24 04:53:22,441.0,439.0,439.0,1.0,2.0,2.8,0.0,10-30% cap,P2
2025-07-24 05:45:51,2025-07-24 06:19:21,33.5,2025-07-24 05:45:51,439.0,439.0,438.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-24 06:47:51,2025-07-24 07:26:21,38.5,2025-07-24 06:47:51,434.0,434.0,432.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-24 07:42:21,2025-07-24 08:07:21,25.0,2025-07-24 08:06:51,450.0,428.0,450.0,24.5,0.8979591836734694,1.2,0.0,~0-10% cap,P2
2025-07-24 08:19:21,2025-07-24 10:49:28,150.11666666666667,2025-07-24 10:42:58,1006.0,418.0,751.0,143.61666666666667,4.094232331437855,5.6,0.1,30-60% cap,P2
2025-07-24 11:00:58,2025-07-24 11:58:28,57.5,2025-07-24 11:24:58,692.0,644.0,685.0,24.0,2.0,2.8,0.0,10-30% cap,P2
2025-07-24 12:21:28,2025-07-24 18:29:57,368.48333333333335,2025-07-24 14:04:28,1151.0,602.0,700.0,103.0,5.330097087378641,7.3,0.1,60-90% cap,P2
2025-07-24 18:51:27,2025-07-24 19:13:57,22.5,2025-07-24 19:11:57,689.0,666.0,687.0,20.5,1.1219512195121952,1.5,0.0,10-30% cap,P2
2025-07-24 19:40:57,2025-07-24 19:52:27,11.5,2025-07-24 19:43:27,647.0,643.0,642.0,2.5,1.6,2.2,0.0,10-30% cap,P2
2025-07-24 20:19:56,2025-07-24 20:25:26,5.5,2025-07-24 20:25:26,613.0,609.0,613.0,5.5,0.7272727272727273,1.0,0.0,~0-10% cap,P2
2025-07-25 00:25:26,2025-07-25 00:33:56,8.5,2025-07-25 00:25:26,445.0,445.0,443.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-25 01:21:56,2025-07-25 01:28:26,6.5,2025-07-25 01:21:56,430.0,430.0,429.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-25 02:33:55,2025-07-25 02:44:55,11.0,2025-07-25 02:33:55,417.0,417.0,416.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-25 02:58:25,2025-07-25 03:05:25,7.0,2025-07-25 03:05:25,414.0,413.0,414.0,7.0,0.14285714285714285,0.2,0.0,~0-10% cap,P2
2025-07-25 08:43:54,2025-07-25 10:16:54,93.0,2025-07-25 10:16:24,672.0,411.0,672.0,92.5,2.8216216216216217,3.9,0.0,30-60% cap,P2
2025-07-25 10:29:24,2025-07-25 11:54:54,85.5,2025-07-25 11:37:24,627.0,594.0,622.0,68.0,0.4852941176470588,0.7,0.0,~0-10% cap,P2
2025-07-25 12:20:24,2025-07-25 13:22:23,61.983333333333334,2025-07-25 13:21:53,665.0,523.0,665.0,61.483333333333334,2.309568988885877,3.2,0.0,10-30% cap,P2
2025-07-25 13:34:53,2025-07-25 14:38:23,63.5,2025-07-25 14:36:53,747.0,650.0,745.0,62.0,1.564516129032258,2.2,0.0,10-30% cap,P2
2025-07-25 14:49:53,2025-07-25 15:14:53,25.0,2025-07-25 15:06:54,668.0,643.0,668.0,17.016666666666666,1.4691478942213516,2.0,0.0,10-30% cap,P2
2025-07-25 15:31:23,2025-07-25 16:03:23,32.0,2025-07-25 16:00:23,693.0,617.0,692.0,29.0,2.6206896551724137,3.6,0.0,30-60% cap,P2
2025-07-25 16:15:23,2025-07-25 17:53:53,98.5,2025-07-25 16:15:23,690.0,690.0,684.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-25 18:13:22,2025-07-25 18:18:52,5.5,2025-07-25 18:18:23,657.0,650.0,657.0,5.016666666666667,1.3953488372093024,1.9,0.0,10-30% cap,P2
2025-07-25 18:33:22,2025-07-25 19:01:53,28.516666666666666,2025-07-25 18:33:22,644.0,644.0,620.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-25 19:26:22,2025-07-25 19:33:52,7.5,2025-07-25 19:26:22,606.0,606.0,600.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-25 19:52:52,2025-07-25 19:58:22,5.5,2025-07-25 19:52:52,575.0,575.0,573.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-25 20:30:52,2025-07-25 20:46:52,16.0,2025-07-25 20:40:22,532.0,527.0,529.0,9.5,0.5263157894736842,0.7,0.0,~0-10% cap,P2
2025-07-25 22:59:22,2025-07-25 23:08:22,9.0,2025-07-25 22:59:22,454.0,454.0,451.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-26 00:59:51,2025-07-26 01:12:21,12.5,2025-07-26 00:59:51,423.0,423.0,421.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-26 01:23:21,2025-07-26 01:28:51,5.5,2025-07-26 01:28:21,420.0,418.0,420.0,5.0,0.4,0.6,0.0,~0-10% cap,P2
2025-07-26 01:56:51,2025-07-26 02:07:51,11.0,2025-07-26 01:57:21,415.0,414.0,413.0,0.5,2.0,2.8,0.0,10-30% cap,P2
2025-07-26 02:29:21,2025-07-26 02:39:51,10.5,2025-07-26 02:29:21,412.0,412.0,411.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-26 18:35:48,2025-07-26 18:42:18,6.5,2025-07-26 18:35:48,413.0,413.0,412.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-26 18:58:18,2025-07-26 19:06:48,8.5,2025-07-26 19:06:48,413.0,412.0,413.0,8.5,0.11764705882352941,0.2,0.0,~0-10% cap,P2
2025-07-26 19:18:48,2025-07-26 19:44:48,26.0,2025-07-26 19:19:18,413.0,412.0,412.0,0.5,2.0,2.8,0.0,10-30% cap,P2
2025-07-26 19:59:48,2025-07-26 20:09:48,10.0,2025-07-26 20:00:18,414.0,413.0,414.0,0.5,2.0,2.8,0.0,10-30% cap,P2
2025-07-26 20:21:18,2025-07-26 20:52:48,31.5,2025-07-26 20:23:48,414.0,413.0,414.0,2.5,0.4,0.6,0.0,~0-10% cap,P2
2025-07-26 21:09:18,2025-07-26 21:19:48,10.5,2025-07-26 21:09:18,414.0,414.0,414.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-26 21:36:48,2025-07-26 21:56:18,19.5,2025-07-26 21:41:48,415.0,414.0,415.0,5.0,0.2,0.3,0.0,~0-10% cap,P2
2025-07-26 22:24:17,2025-07-26 23:50:47,86.5,2025-07-26 22:24:17,415.0,415.0,414.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-27 00:25:25,2025-07-27 00:35:32,10.116666666666667,2025-07-27 00:25:25,414.0,414.0,414.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-27 00:52:02,2025-07-27 01:40:32,48.5,2025-07-27 00:52:02,414.0,414.0,413.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-27 01:52:32,2025-07-27 02:24:32,32.0,2025-07-27 01:52:32,413.0,413.0,413.0,0.0,0.0,0.0,0.0,~0-10% cap,P2
2025-07-27 02:36:32,2025-07-27 03:45:02,68.5,2025-07-27 02:38:32,413.0,412.0,413.0,2.0,0.5,0.7,0.0,~0-10% cap,P2
2025-07-27 03:56:01,2025-07-27 04:36:31,40.5,2025-07-27 03:59:02,412.0,411.0,412.0,3.0166666666666666,0.3314917127071823,0.5,0.0,~0-10% cap,P2
2025-07-27 16:28:29,2025-07-27 18:24:59,116.5,2025-07-27 18:24:29,416.0,411.0,416.0,116.0,0.04310344827586207,0.1,0.0,~0-10% cap,P2
2025-07-27 18:47:29,2025-07-27 18:59:29,12.0,2025-07-27 18:58:59,416.0,415.0,416.0,11.5,0.08695652173913043,0.1,0.0,~0-10% cap,P2
2025-07-27 19:15:59,2025-07-27 19:38:59,23.0,2025-07-27 19:27:29,417.0,416.0,417.0,11.5,0.08695652173913043,0.1,0.0,~0-10% cap,P2
2025-07-27 19:52:29,2025-07-27 20:18:58,26.483333333333334,2025-07-27 20:18:28,418.0,416.0,418.0,25.983333333333334,0.07697241821680564,0.1,0.0,~0-10% cap,P2
2025-07-27 20:41:58,2025-07-27 21:00:28,18.5,2025-07-27 20:50:28,420.0,418.0,419.0,8.5,0.23529411764705882,0.3,0.0,~0-10% cap,P2
2025-07-27 21:11:28,2025-07-27 21:23:29,12.016666666666667,2025-07-27 21:22:58,420.0,419.0,420.0,11.5,0.08695652173913043,0.1,0.0,~0-10% cap,P2
2025-07-27 21:37:58,2025-07-27 21:52:28,14.5,2025-07-27 21:42:28,419.0,418.0,419.0,4.5,0.2222222222222222,0.3,0.0,~0-10% cap,P2
2025-07-27 22:09:58,2025-07-27 22:55:58,46.0,2025-07-27 22:13:58,419.0,417.0,418.0,4.0,0.5,0.7,0.0,~0-10% cap,P2
2025-07-27 23:07:28,2025-07-27 23:47:58,40.5,2025-07-27 23:47:28,419.0,417.0,419.0,40.0,0.05,0.1,0.0,~0-10% cap,P2
2025-07-28 00:00:58,2025-07-28 00:26:28,25.5,2025-07-28 00:03:28,419.0,418.0,419.0,2.5,0.4,0.6,0.0,~0-10% cap,P2
2025-07-28 00:39:28,2025-07-28 03:15:27,155.98333333333332,2025-07-28 00:53:28,418.0,417.0,414.0,14.0,0.07142857142857142,0.1,0.0,~0-10% cap,P2
2025-07-28 03:31:57,2025-07-28 04:50:27,78.5,2025-07-28 03:38:27,414.0,413.0,412.0,6.5,0.15384615384615385,0.2,0.0,~0-10% cap,P2
2025-07-28 05:03:57,2025-07-28 05:41:27,37.5,2025-07-28 05:08:57,412.0,411.0,412.0,5.0,0.2,0.3,0.0,~0-10% cap,P2
2025-07-28 06:07:57,2025-07-28 06:46:57,39.0,2025-07-28 06:46:27,435.0,412.0,435.0,38.5,0.5974025974025974,0.8,0.0,~0-10% cap,P2
2025-07-28 07:05:26,2025-07-28 07:13:27,8.016666666666667,2025-07-28 07:13:27,462.0,427.0,462.0,8.016666666666667,4.365904365904365,6.0,0.1,30-60% cap,P2
2025-07-28 07:30:27,2025-07-28 07:36:26,5.983333333333333,2025-07-28 07:35:57,475.0,448.0,475.0,5.5,4.909090909090909,6.8,0.1,30-60% cap,P2
2025-07-28 07:52:56,2025-07-28 08:01:56,9.0,2025-07-28 08:01:26,466.0,445.0,466.0,8.5,2.4705882352941178,3.4,0.0,10-30% cap,P2
2025-07-28 08:15:26,2025-07-28 09:46:56,91.5,2025-07-28 09:36:56,564.0,411.0,558.0,81.5,1.8773006134969326,2.6,0.0,10-30% cap,P2
2025-07-28 10:16:26,2025-07-28 11:24:26,68.0,2025-07-28 11:24:26,648.0,522.0,648.0,68.0,1.8529411764705883,2.6,0.0,10-30% cap,P2
2025-07-28 11:35:26,2025-07-28 11:55:56,20.5,2025-07-28 11:55:26,660.0,612.0,660.0,20.0,2.4,3.3,0.0,10-30% cap,P2
2025-07-28 12:19:26,2025-07-28 12:45:25,25.983333333333334,2025-07-28 12:44:56,643.0,568.0,643.0,25.5,2.9411764705882355,4.1,0.1,30-60% cap,P2
2025-07-28 13:03:25,2025-07-28 18:53:25,350.0,2025-07-28 15:28:55,1295.0,586.0,680.0,145.5,4.8728522336769755,6.7,0.1,30-60% cap,P2
2025-07-28 19:11:54,2025-07-28 19:27:24,15.5,2025-07-28 19:26:54,629.0,548.0,629.0,15.0,5.4,7.4,0.1,60-90% cap,P2
2025-07-28 19:59:54,2025-07-28 20:13:24,13.5,2025-07-28 20:12:54,575.0,501.0,575.0,13.0,5.6923076923076925,7.8,0.1,60-90% cap,P2
2025-07-28 20:33:24,2025-07-28 20:49:54,16.5,2025-07-28 20:42:54,528.0,489.0,528.0,9.5,4.105263157894737,5.7,0.1,30-60% cap,P2
2025-07-28 21:06:54,2025-07-28 21:33:24,26.5,2025-07-28 21:24:54,494.0,462.0,492.0,18.0,1.7777777777777777,2.4,0.0,10-30% cap,P2
2025-07-29 08:42:52,2025-07-29 09:46:22,63.5,2025-07-29 09:46:22,574.0,412.0,574.0,63.5,2.5511811023622046,3.5,0.0,30-60% cap,P2
2025-07-29 09:59:52,2025-07-29 10:21:51,21.983333333333334,2025-07-29 10:21:21,601.0,512.0,601.0,21.483333333333334,4.142746314972847,5.7,0.1,30-60% cap,P2
2025-07-29 10:41:21,2025-07-29 11:08:21,27.0,2025-07-29 11:07:51,645.0,511.0,645.0,26.5,5.056603773584905,7.0,0.1,60-90% cap,P2
2025-07-29 11:22:51,2025-07-29 11:38:51,16.0,2025-07-29 11:38:21,673.0,526.0,673.0,15.5,9.483870967741936,8.0,0.2,>=90% cap,P2
2025-07-29 11:50:51,2025-07-29 11:59:51,9.0,2025-07-29 11:59:21,619.0,544.0,619.0,8.5,8.823529411764707,8.0,0.2,>=90% cap,P2
2025-07-29 12:32:21,2025-07-29 14:46:21,134.0,2025-07-29 14:38:51,1034.0,520.0,754.0,126.5,4.063241106719367,5.6,0.1,30-60% cap,P2
