timestamp,device_id,temperature,humidity,pressure,gas_resistance,co2,absolute_humidity
2025-07-17 00:00:10,P3,35.22805,40.80956,993.0745,8763,548,16.33
2025-07-17 00:00:41,P3,35.72726,40.84764,993.1329,8799,543,16.77
2025-07-17 00:01:10,P3,35.19641,41.52927,993.1264,8711,543,16.59
2025-07-17 00:01:40,P3,35.17375,41.28939,993.1525,8763,543,16.47
2025-07-17 00:02:10,P3,35.21477,40.90165,993.1863,8792,543,16.35
2025-07-17 00:02:40,P3,35.02023,42.09429,993.1965,8697,540,16.66
2025-07-17 00:03:10,P3,34.88351,41.89013,993.2092,8748,541,16.46
2025-07-17 00:03:40,P3,34.95871,41.20856,993.2224,8792,543,16.26
2025-07-17 00:04:11,P3,35.41242,41.10292,993.2418,8852,546,16.6
2025-07-17 00:04:40,P3,34.90852,41.41199,993.1964,8792,542,16.29
2025-07-17 00:05:10,P3,34.82551,40.93014,993.1859,8837,539,16.04
2025-07-17 00:05:40,P3,34.72492,40.57504,993.2009,8897,542,15.81
2025-07-17 00:06:10,P3,34.5218,41.53099,993.1984,8799,541,16.02
2025-07-17 00:06:40,P3,34.42824,41.15598,993.1873,8874,540,15.79
2025-07-17 00:07:10,P3,34.34387,40.70042,993.1806,8927,531,15.55
2025-07-17 00:07:41,P3,34.75813,40.91291,993.1957,8973,535,15.97
2025-07-17 00:08:10,P3,34.30519,41.41852,993.177,8874,538,15.79
2025-07-17 00:08:40,P3,34.29504,41.85602,993.1942,8852,537,15.95
2025-07-17 00:09:10,P3,34.38313,41.40864,993.1885,8904,540,15.85
2025-07-17 00:09:40,P3,34.30891,42.65688,993.2001,8785,540,16.27
2025-07-17 00:10:10,P3,34.35832,42.5488,993.2165,8807,539,16.27
2025-07-17 00:10:40,P3,34.3882,42.49749,993.2159,8844,540,16.27
2025-07-17 00:11:11,P3,34.8968,42.82196,993.231,8867,540,16.84
2025-07-17 00:11:40,P3,34.39465,43.54869,993.2125,8770,543,16.68
2025-07-17 00:12:10,P3,34.40695,43.27446,993.2411,8807,543,16.59
2025-07-17 00:12:40,P3,34.48566,42.83974,993.2393,8837,541,16.49
2025-07-17 00:13:10,P3,34.42531,43.78276,993.2231,8741,542,16.8
2025-07-17 00:13:40,P3,34.45363,43.56303,993.23,8785,540,16.74
2025-07-17 00:14:10,P3,34.47707,43.01567,993.2256,8799,540,16.55
2025-07-17 00:14:41,P3,34.93801,43.22045,993.2342,8867,539,17.03
2025-07-17 00:15:10,P3,34.44914,43.80449,993.2402,8755,535,16.83
2025-07-17 00:15:40,P3,34.43859,43.59956,993.2354,8785,539,16.74
2025-07-17 00:16:10,P3,34.50695,43.17918,993.2356,8837,540,16.64
2025-07-17 00:16:40,P3,34.40656,44.13919,993.2498,8733,540,16.92
2025-07-17 00:17:10,P3,34.45168,43.75132,993.2463,8785,539,16.81
2025-07-17 00:17:40,P3,34.47746,43.30543,993.2472,8799,539,16.66
2025-07-17 00:18:11,P3,34.96477,43.44792,993.2626,8852,540,17.15
2025-07-17 00:18:40,P3,34.44758,44.30073,993.2472,8748,539,17.02
2025-07-17 00:19:10,P3,34.44699,43.78197,993.259,8785,538,16.82
2025-07-17 00:19:40,P3,34.47961,43.58863,993.2521,8829,538,16.77
2025-07-17 00:20:10,P3,34.40031,44.4977,993.2667,8719,540,17.05
2025-07-17 00:20:40,P3,34.43078,44.13103,993.2703,8777,539,16.94
2025-07-17 00:21:10,P3,34.44621,43.64083,993.2804,8814,538,16.76
2025-07-17 00:21:41,P3,34.93019,43.80766,993.3098,8844,537,17.26
2025-07-17 00:22:10,P3,34.41965,44.46247,993.308,8755,538,17.05
2025-07-17 00:22:40,P3,34.37336,44.10114,993.317,8792,538,16.88
2025-07-17 00:23:10,P3,34.42258,43.66041,993.3339,8837,537,16.75
2025-07-17 00:23:40,P3,34.30734,44.53402,993.3451,8748,538,16.98
2025-07-17 00:24:10,P3,34.26926,43.93398,993.3235,8814,539,16.72
2025-07-17 00:24:40,P3,34.19094,43.41435,993.3232,8874,533,16.45
2025-07-17 00:25:11,P3,34.58937,43.5042,993.3195,8920,535,16.84
2025-07-17 00:25:40,P3,34.01027,43.93019,993.3231,8859,529,16.49
2025-07-17 00:26:10,P3,33.91828,43.47319,993.3231,8904,530,16.24
2025-07-17 00:26:40,P3,33.86477,43.43462,993.3032,8958,528,16.18
2025-07-17 00:27:10,P3,33.79778,44.76902,993.2876,8814,527,16.62
2025-07-17 00:27:40,P3,33.81418,44.86392,993.2717,8852,532,16.67
2025-07-17 00:28:10,P3,33.79641,44.38683,993.2855,8904,530,16.48
2025-07-17 00:28:41,P3,34.28859,44.7933,993.2971,8935,531,17.06
2025-07-17 00:29:10,P3,33.79016,45.66653,993.2791,8807,530,16.95
2025-07-17 00:29:40,P3,33.79641,45.63394,993.2581,8844,529,16.94
2025-07-17 00:30:10,P3,33.90559,44.91091,993.2849,8889,533,16.77
2025-07-17 00:30:40,P3,33.84602,46.05441,993.2737,8763,534,17.14
2025-07-17 00:31:10,P3,33.89934,45.50509,993.2628,8822,534,16.99
2025-07-17 00:31:40,P3,33.9384,45.03245,993.2704,8859,533,16.84
2025-07-17 00:32:11,P3,34.43098,45.30617,993.2785,8897,533,17.39
2025-07-17 00:32:40,P3,33.92648,45.9534,993.2482,8799,535,17.18
2025-07-17 00:33:10,P3,33.93664,45.57214,993.2793,8814,533,17.04
2025-07-17 00:33:40,P3,33.99543,45.01252,993.2773,8874,532,16.89
2025-07-17 00:34:10,P3,33.92375,46.13749,993.2556,8763,534,17.24
2025-07-17 00:34:40,P3,33.94855,45.92078,993.2707,8799,534,17.19
2025-07-17 00:35:10,P3,33.97063,45.29259,993.2495,8852,533,16.97
2025-07-17 00:35:41,P3,34.45578,45.4259,993.242,8897,534,17.46
2025-07-17 00:36:10,P3,33.96594,45.97134,993.2154,8785,534,17.22
2025-07-17 00:36:40,P3,33.9841,45.48024,993.2128,8822,535,17.05
2025-07-17 00:37:10,P3,34.01672,45.272,993.2129,8859,534,17.0
2025-07-17 00:37:40,P3,33.92316,46.15542,993.1937,8763,535,17.25
2025-07-17 00:38:10,P3,33.93488,45.71109,993.1953,8829,532,17.09
2025-07-17 00:38:40,P3,33.8257,45.27229,993.1909,8889,533,16.83
2025-07-17 00:39:11,P3,34.28254,45.3368,993.176,8920,532,17.27
2025-07-17 00:39:40,P3,33.71535,45.71531,993.1632,8829,533,16.9
2025-07-17 00:40:10,P3,33.64543,45.28993,993.1368,8874,536,16.68
2025-07-17 00:40:40,P3,33.69367,45.11478,993.1556,8927,536,16.66
2025-07-17 00:41:10,P3,33.60285,46.34205,993.1166,8799,529,17.03
2025-07-17 00:41:40,P3,33.61086,46.38782,993.1232,8829,531,17.05
2025-07-17 00:42:10,P3,33.62922,45.80635,993.1351,8882,531,16.86
2025-07-17 00:42:41,P3,34.10871,46.28384,993.1657,8912,530,17.47
2025-07-17 00:43:10,P3,33.6257,46.74526,993.1565,8814,533,17.2
2025-07-17 00:43:40,P3,33.64133,46.45444,993.1619,8844,532,17.11
2025-07-17 00:44:10,P3,33.69211,46.18128,993.2001,8889,533,17.05
2025-07-17 00:44:40,P3,33.63469,46.97521,993.1916,8785,532,17.29
2025-07-17 00:45:10,P3,33.66867,46.69049,993.2032,8844,534,17.22
2025-07-17 00:45:40,P3,33.68156,46.14435,993.2302,8867,536,17.03
2025-07-17 00:46:11,P3,34.1843,46.17701,993.252,8912,533,17.5
2025-07-17 00:46:40,P3,33.70285,46.95878,993.2578,8807,535,17.35
2025-07-17 00:47:10,P3,33.69973,46.40095,993.2383,8837,533,17.14
2025-07-17 00:47:40,P3,33.77707,45.86751,993.2346,8889,532,17.01
2025-07-17 00:48:10,P3,33.71027,46.92262,993.2135,8785,534,17.34
2025-07-17 00:48:40,P3,33.72707,46.56865,993.1869,8844,532,17.23
2025-07-17 00:49:10,P3,33.74699,46.05494,993.1766,8867,535,17.05
2025-07-17 00:49:41,P3,34.24348,46.11718,993.1509,8920,535,17.53
2025-07-17 00:50:10,P3,33.74914,46.74245,993.1437,8807,532,17.31
2025-07-17 00:50:40,P3,33.755,46.33998,993.1179,8829,534,17.17
2025-07-17 00:51:10,P3,33.77336,46.01368,993.1106,8889,533,17.06
2025-07-17 00:51:40,P3,33.6925,47.00668,993.0882,8785,533,17.36
2025-07-17 00:52:10,P3,33.70266,46.50315,993.0769,8852,533,17.18
2025-07-17 00:52:40,P3,33.69172,45.94939,993.05,8897,533,16.97
2025-07-17 00:53:11,P3,34.1259,45.91717,993.0472,8958,531,17.34
2025-07-17 00:53:40,P3,33.56047,46.35466,993.0224,8837,531,17.0
2025-07-17 00:54:10,P3,33.43801,45.94316,993.0201,8935,530,16.74
2025-07-17 00:54:40,P3,33.46203,45.34697,993.0099,8966,533,16.54
2025-07-17 00:55:10,P3,33.33762,45.95489,992.9997,8912,532,16.65
2025-07-17 00:55:40,P3,33.17785,45.76585,992.9807,8973,525,16.45
2025-07-17 00:56:10,P3,33.13879,45.22936,993.0017,9004,523,16.22
2025-07-17 00:56:41,P3,33.59719,45.21256,993.0178,9051,526,16.61
2025-07-17 00:57:10,P3,33.09621,45.56509,993.0028,8973,524,16.3
2025-07-17 00:57:40,P3,33.02902,45.07048,993.0198,9020,523,16.07
2025-07-17 00:58:10,P3,33.06633,44.64665,993.0264,9051,525,15.95
2025-07-17 00:58:40,P3,32.99094,45.33241,993.0315,8958,522,16.13
2025-07-17 00:59:10,P3,32.98176,44.9552,993.033,9020,525,15.99
